SP ID,Registration Batch,Gender,Age,Work Experience/Company,Work Experience/Designation,Work Experience/Tasks,Work Experience/Industry,Work Experience/From Date,Work Experience/To Date,Education/Qualifications,Education/Institution's Name,Education/City,Education/Specialization,Any Additional Skills,Computer Skills,Skills,Languages,Any Hobbies/Interests,Hobbies/Interests/Type,Hobbies/Interests/Name,CLUSTER,Other Cluster
617088,2025 - 2026 [upcoming_batch],Male,38,"Ebix Australia,Ebix India","Business Analyst / Software Tester,Business Analyst / Software Tester",,"Insurance,Insurance","2019-03-11,2015-02-23,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","NaT,2019-01-07,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",Bachelor of Science (B.Sc),Western International University,Phoenix,,,"Confluence, Jira, basic MS Office",IT / IT - Others,English (US) (R W S T),,,,,
617026,2025 - 2026 [upcoming_batch],Male,37,Gouripur sri sri Ramkrishna Vidyapith (H.S),Computer operator,Office work in school,Others,"2014-01-01,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",Bachelor of Commerce (B.Com),Uluberia College,Uluberia,Pass,,"Diploma in IT , Tally, etc","Basic Computer Skills / Basic Computer (MS Office and Email) Skills,Soft Skills / Enthusiastic","Bengali / বাংলা (R W S T),Hindi / हिंदी (R W S ),English (US) (R W S T)",,,,,
616996,2025 - 2026 [upcoming_batch],Male,18,"Isha Foundation,Isha Foundation","Calling Volunteer,Calling Volunteer","Calling to all Isha participate, Volunteer at Isha program like International day of yoga in Muzaffarpur, Hall set-up,Calling to Isha Meditator for August satsang In Patna","Others,Others","2024-06-01,2024-07-20,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","2024-06-22,2024-08-05,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",HSC/12,Bihar School Examination Board Patna,Patna,Inter of Science,,Basic Computer Knowledge,Emedia / Active on Social Media,"Hindi / हिंदी (R W S T),English (UK) (R W S T),Sanskrit (R W S T)",,,,,
616953,2025 - 2026 [upcoming_batch],Male,23,"Shufersal,GroundworkBioAG","Cashier,Production, packaging and R&D departments",,"Retail,Agriculture","2019-10-10,2022-02-02,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","2020-02-02,2024-02-02,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",Other,Ben Gurion High School,Petah Tikva,Bagrut certificate,,I know how to work with translation and video editing apps and social media channels from my GLP seva.,"Emedia / Social Media Campaigns,Media and Communication / Translator,Arts and Crafts / Video Editor",English (US) (R W S T),"He enjoys reading, especially autobiographies",Communication,Others,,
616920,2025 - 2026 [upcoming_batch],Female,56,"BMC Software, Inc,Infromix Software","Global Director of Sales,Inside Sales rep & Operations","Manage teams in the different regions in the world to upsell and cross sell solutions to maximize the review and attain yearly targets of over 700M usd,Qualify leads across the Latin America region and secure the continuity of the operations for the solutions in Latin America","Sales,Sales","2002-04-23,1998-04-15,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","NaT,2002-02-13,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",Undergraduate,Escuela Libre de Derecho,Mexico,Law,,Proficient in all MS apps. PC and Mac.,"Corporate / Marketing & Branding Manager,Corporate / Sales Manager,Soft Skills / Soft-spoken and cordial","English (US) (R W S T),Portuguese (BR) / Português (BR) (R W S T)",,"Communication,Arts & Crafts,Arts & Crafts","Public Speaking,Drawing,Painting",,
616897,2025 - 2026 [upcoming_batch],Male,30,GGAM & Associates LLP,Managing Partner,"To Manage overall our Firm, take decisions on behalf of all the partners.",Accounts,"2017-07-24,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","Other,Bachelor of Commerce (B.Com)","Institute of chartered Accountants of India,Rajasthan University","Jaipur,Sikar","Legal Compliance and Financial Due diligence,Accounting and Books Finilzation",Handles litigation cases ,Best.,Accounting / Chartered Accountant,"English (US) (R W S T),Hindi / हिंदी (R W S T),Marwadi (R W S T)",,Sports,Others,,
616845,2025 - 2026 [upcoming_batch],Female,50,"Oxford Pharmagenesis Ltd,H Young Holdings PLC","Accountant,Head office Assistant Account","Overseeing transactional accounting, month end close/reporting, multi currency bank accounts and intercompany reconciliation,Overseeing transactional accounting, payment runs, multi currency bank reconciliations, assisting treasury and month end close processes","Pharma and Biotech,Import and Export","2020-04-14,2018-01-07,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","2022-10-07,2020-04-13,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",Other,ACCA,Reading,Chartered Accountant,,"I used to work as an Accountant. Therefore I am proficient in MS Excel; confident in using PowerPoint, MS Words, Outlook. I am also familiar with various EPS-s.",Basic Computer Skills / Basic Computer (MS Office and Email) Skills,English (UK) (R W S T),,Arts & Crafts,Knitting/ Sewing,,
616757,2025 - 2026 [upcoming_batch],Female,28,"DGR Consultancy,Rajasankar Tax Consultancy","Assistant accountant,Assistant accountant","Filing monthly VAT & CST returns,Filing GST & IT returns","Accounts,Accounts","2016-10-01,2018-03-01,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","2017-07-31,2022-08-07,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",Bachelor of Commerce (B.Com),Lady Doak College,Madurai,Banking & Insurance,,"Tally, MS Office, Google Drive, English and Tamil typing.",Emedia / Active on Social Media,"Tamil (R W S T),English (US) (R W S T)",,,,,
616721,2025 - 2026 [upcoming_batch],Male,28,"IMM,Buchhaltungs büro Hamburg,Fetzio(freelancer)","Social worker,Assisstant,Assistant and trainee","I take care of children and youth under 18 who have mental illness and who's coming from bad family situations,Helping and doing the pre work of the taxes that the accounter needs to work on,Dealing with all that has to do with gardening,  wall painting, flooring, bathrooms and constructing furniture","Healthcare,Accounts,Construction and Engineering","2023-02-01,2022-10-10,2021-07-22,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","NaT,2023-02-01,2022-09-01,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",,,,,"Healthcare assistant, working with children with mental ailments",I know basics of using Computer as well as using some isha platforms(Santosha and PMS),"Accounting / Basic Accountancy,Construction & Fabrication / Construction - Others","English (UK) (R W S T),German / Deutsch (R W S T)",Taking kalaripayattu classes online once a week,Sports,Others,,
616712,2025 - 2026 [upcoming_batch],Female,35,"Falken Tyre Europe GmbH,Ernst & Young GmbH","Tax Specialist,Tax Consultant","VAT Reports and related, clearing and monitoring tax accounts","Accounts,Banking and Financial Services","2019-07-01,2016-10-03,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","NaT,2019-06-30,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",,,,,,"Microsoft Excel, Word, SAP",Accounting / Basic Accountancy,"German / Deutsch (R W S T),English (US) (R W S T)",Dancing ,Sports,Others,,
616688,2025 - 2026 [upcoming_batch],Female,53,"Different studios and sport clubs, and now in my own studio,Seguros Monterrey","Professor and now also managing my own studio,Agent","Teach trx suspention training pilates postural & breathing therapy meditación techniques trampoline,Insurance sales","Teaching,Sales","1999-09-01,1997-01-02,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","NaT,2000-04-01,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",Bachelor - Other,Internacional de idiomas,Mexico,Interpreter traducer,Is it a fitness teacher - pilates etc (runs a studio),Intermediate,"Education / English Teacher,Soft Skills / Fit for Physical Seva",English (US) (R W S T),"Pilates, Therapeutic breathing etc","Sports,Outdoors and Others","Others,Gardening",,
616496,2025 - 2026 [upcoming_batch],Male,25,Serenity Soffit Pty Ltd,Owner/CEO,"Project management, site management, business management, financials, accounting, book keeping, etc,.",Construction and Engineering,"2021-03-01,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","2024-07-01,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",Diploma,Swinburne,Melbourne,Sports Leadership and Development,"Book keeping, admin, accounting, business management","Book keeping, admin, accounting, business management",Engineering / Computer Science Engineer,English (AU) (R W S T),Hicking and rock climbing,Sports,Others,,
616370,2025 - 2026 [upcoming_batch],Male,23,,,,,"NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",Bachelor of Medicine and Bachelor of Surgery (M.B.B.S.),Apollo medical college,Hyderabad,MBBS only,,Have known basic computer skills like Microsoft power point/word.,"Medical / Allopathy Doctor,Basic Computer Skills / Basic Computer (MS Office and Email) Skills","English (US) (R W S T),Hindi / हिंदी (R W S T),Telugu / తెలుగు (R W S T)",,Communication,Soft Skills training,,
616341,2025 - 2026 [upcoming_batch],Male,27,"Gulbarga institute of medical sciences,Fortis Nagarbhavi","Postgraduate trainee in Orthopaedics,Resident in the Department of Emergency","Involves treating patients with bone fractures, operating and rehabilitating them.,Looking after acute emergencies, Road traffic accident patients, COVID 19 infected patients as first responder. Providing them with immediate life saving treatment and referring them to needed speciality .","Healthcare,Healthcare","2021-03-01,2020-07-20,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","NaT,2020-12-07,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",Bachelor of Medicine and Bachelor of Surgery (M.B.B.S.),S NIJALINGAPPA MEDICAL COLLEGE AND HSK HOSPITAL AND RESEARCH CENTRE,Bengaluru,Doctor (Pursuing post graduation),,Using Power point and Word document .,"Medical / Allopathy Doctor,Basic Computer Skills / Basic Computer (MS Office and Email) Skills","Kannada (R W S ),English (UK) (R W S T),Hindi / हिंदी (R W S ),Telugu / తెలుగు (  S )",Nothing. Just busy with work and studies.,,,,
616198,2025 - 2026 [upcoming_batch],Male,32,शेती,शेती,काही नाही,Agriculture,"2023-12-07,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",Bachelor of Arts (B.A.),Kala mahavidyalay bidkin,Bidkin,Aurangabad,,Mscit,Emedia / Active on Social Media,"Marathi (R W S T),Marathi (R W S T)",,,,,
616186,2025 - 2026 [upcoming_batch],Female,31,,,,,"NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",Master of Business Administration (M.B.A.),NAEMD,mumbai,Event management,Macrame products hand made ,"Ms word, PowerPoint, excel.",General / Event Manager,English (US) (R W S T),,,,,
616159,2025 - 2026 [upcoming_batch],Male,36,"SPA,Accenture","Project Manager,Application Development Lead",,"IT,IT","2023-06-04,2011-06-01,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","NaT,2021-06-11,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",Bachelor of Engineering (B.E.),Bharati Vidyapeeth College of engineering,Belapur,Electronics and Telecommunication,,"Excel, Powerpoint, Word, Python- Pandas, SQL, Python-Programming, AI ML",Emedia / Active on Social Media,"English (UK) (R W S T),Hindi / हिंदी (R W S )",,,,,
616060,2025 - 2026 [upcoming_batch],Male,21,,,,,"NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","SSLC/10,Undergraduate","ekalavya high school,cvr college of engineering","nalgonda,hyderabad",computer science,,"i know how to operate a computer, typing and know coding in java,python and c languages","Others / Air Force,Soft Skills / Enthusiastic,Soft Skills / Soft-spoken and cordial","English (UK) (R W S T),Hindi / हिंदी (R W S T)",,,,,
615981,2025 - 2026 [upcoming_batch],Male,21,,,,,"NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",Bachelor of Technology (B.Tech),SRM Institute of Science and Technology,Chennai,Aerospace Engineering,,"Skills in MS Office, Video and photo editing, Computer Aided Design (CAD) and Computaitional Fluid Dynamics (CFD). 
Basic level coding in python and html",Emedia / Active on Social Media,English (UK) (R W S T),,,,,
615951,2025 - 2026 [upcoming_batch],Male,23,,,,,"NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",HSC/12,BIHAR SCHOOL EXAMINATION BORD,KATIHAR,SCIENCE,,I do not have any proper computer skill yet.,"Construction & Fabrication / Construction Supervisor,Arts and Crafts / Painter","Hindi / हिंदी (R W S ),English (UK) (R W S )",,,,,
615888,2025 - 2026 [upcoming_batch],Female,28,Portuguese Air force,Military Air force Policeman,"Policeman, protecting Aircraft",Defence Jobs,"2016-11-14,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","2024-10-16,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",Bachelor - Other,Colégio Dr Luís Pereira da Costa,Monte redondo,SCience and tecnology,"Worked in the military in security. 
",Basic,Soft Skills / Fit for Physical Seva,"Portuguese / Português (R W S T),Spanish / Español (R W S T),English (US) (R W S T),French / Français (R  S )",Psychology,Sports,Running,,
615788,2025 - 2026 [upcoming_batch],Male,26,"independent,independent","lawyer,financial analyst","drafting legal documents , assisting senior counsel.,analysing micro - macro finance , deploy money in capital market.","Legal,Finance","2020-01-07,2019-03-01,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","2024-09-01,2024-09-26,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",Bachelor of Law (B.L. / LLB),pune university,nashik,commercial law,Stock trader on capital market,intermediate.,General / Lawyer,English (US) (R W S T),,Communication,Soft Skills training,,
615769,2025 - 2026 [upcoming_batch],Male,26,"Group 99 Security services,Compass Group India","Proprietor,Manager",,"Others,Hospitality","2021-10-31,2018-07-02,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","NaT,2021-10-30,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",Bachelor - Other,Institute of Hotel Management,Hyderabad,Food and beverage production and management,,Good with basic MS office and Excel.,Emedia / Active on Social Media,"Kannada (R W S ),Telugu / తెలుగు (R  S ),Hindi / हिंदी (R W S ),English (AU) (R W S T)",,,,,
615768,2025 - 2026 [upcoming_batch],Male,39,"Quest global,Intel Technologies","Technical Architect,Lead Verification engineer","Holding the responsibilities of defining architecture to delivering the product with team,Driving team with holding the full end to end block delivering","Others,Others","2023-12-11,2020-04-13,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","2023-12-08,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",Bachelor of Engineering (B.E.),Panimalar engineering college,chennai,EEE,,"linux , programming , microsoft word/excel ....etc",Engineering / Engineering - Others,"Telugu / తెలుగు (R W S T),English (US) (R W S T)",,"Sports,Sports","Cricket,Badminton",,
615638,2025 - 2026 [upcoming_batch],Male,29,"Dolatel,Ast ug.","Interpreter,Mechanik",French and two African languages to German interpreter,"Others,Automobiles","2022-11-08,2016-02-01,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","NaT,2020-02-29,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",Other,Bos Technick Augsburg,Augsburg,technical vocational diploma,,Basic knowledge,Soft Skills / Fit for Physical Seva,French (BE) / Français (BE) (R W S T),,Sports,Others,,
615524,2025 - 2026 [upcoming_batch],Female,25,"NIC ASIA,UNDP , Nepal,Wisee Media","Administrative Assistant,Administrative Assistant,Assistant Client Success Manager","Collection of deposits from several organizations in Kathmandu, Relationship Management with recurring depositors, Marketing of different banking deposit services,Worked in STLRP ( Sustainable Tourism for Livelihood Recovery Project) , Data Analysis and Management, Writing project reports and documentation for UNDP , Site Visit Analysis and Report Making, Assisted in Woman Empowerment Initiative- Trekking guide training for women,Content and Email Marketing, Conducting daily team coordination calls, Human Resource Management, Revenue and Expenses Analysis","Banking and Financial Services,Others,Sales","2020-05-05,2022-04-01,2023-01-01,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","2020-11-30,2022-09-30,2023-08-31,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",Bachelor of Business Administration (B.B.A.),"Apex College, affiliated to Pokhara University",Kathmandu,Banking and Insurance,"She knows Canva, a little bit of Graphic designing","MS word , Excel , Google Docs, Google Sheets , Graphic Designing","Corporate / HR Executive,Emedia / Social Media Campaigns","Nepali (R W S T),English (US) (R W S T)",,Communication,Poetry,,
615474,2025 - 2026 [upcoming_batch],Female,35,"University College of London Hospitals,Northwest London Hospitals","Nurse Educator,Nurse Educator","Training and Education for Nursing Staff,Training and Education for staff and student nurses","Healthcare,Healthcare","2023-02-01,2020-10-18,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","2023-01-31,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",Bachelor of Science (B.Sc),University of Santo Tomas,Manila,Nursing,,MS Teams/ Microsoft 365 / Microsoft Office / Zoom Chat,"Basic Computer Skills / Basic Computer (MS Office and Email) Skills,Soft Skills / Strong Interpersonal skills (Coordinator)",English (UK) (R W S T),"Gardening, baking and cooking",Outdoors and Others,Gardening,,
615421,2025 - 2026 [upcoming_batch],Female,39,"Veritas Technologies Pvt. Ltd.,GS Lab Pvt. Ltd.,Sureline Systems","Sr. Software Engineer,Software Engineer,Jr. Software Engineer","Responsible for application Build & Release process which includes Code Compilation, Packaging, Security Scanning and code quality scanning, Deployment and Application Configuration","IT,IT,IT","2015-10-15,2014-02-01,2011-10-01,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","NaT,2015-09-30,2014-01-31,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",Master of Science (M.Sc),Sikkim Manipal University,,,,"software engineer good at devops skillset like python, aws, kubernetes etc.",Emedia / Active on Social Media,"English (UK) (R W S T),Hindi / हिंदी (R W S T)",,,,,
615413,2025 - 2026 [upcoming_batch],Male,33,,,,,"NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",Bachelor of Commerce (B.Com),Ggct,Jabalpur,Account,,Yes I have,Emedia / Active on Social Media,Hindi / हिंदी (R W S T),,,,,
615254,2025 - 2026 [upcoming_batch],Female,30,"Deloitte USI,Adfactors PR,Genesis BCW,Hamar Jharkhand,Shruti Visual information private limited","Senior Analyst,Senior account executive,Senior account executive,Public relations executive,Content writer","• Spearhead the development and execution of marketing content strategies, collaborating with cross-functional teams to align with campaign objectives. • Ensure service excellence by defining campaign goals, adhering to legal and brand standards, and facilitating seamless content dissemination across channels. • Lead talent management initiatives, fostering collaboration and knowledge sharing within the marketing team. • Contribute to measuring marketing effectiveness, compiling metrics, and preparing impactful campaign impact reports. • Build relationships within the marketing community and facilitate effective project management with internal teams.,PR for pharma and medical technology verticals on clients like Astra Zeneca, Intuitive Surgical India, Healthium, AYU Health and Apollo Hospitals. • Cultivate relationships with media to optimize coverage for clients in the pharma and medical technology sectors. • Maintain brand standards and consistency across projects, providing guidance on design, copy, and content needs. • Manage internal and external communications, crisis communications, and oversee social media platforms. • Evaluate performance data, regulating reporting across businesses on a monthly basis.,PR for technology and pharma verticals on clients like Viatris Inc, Novartis, The Himalaya Wellness Company, Nestle, MedGenome India, Rotary International, WHO’s COVID Vaccine Project, DKMS BMST Foundation India, Intel, and Accenture.  • Optimize press coverage for clients in technology and pharma sectors through effective media communication. • Support Global Advisory eminence programs, managing end-to-end project management, tracking, and reporting. • Evaluate performance data, ensuring regular reporting across businesses. • Develop and maintain critical communication operations documents and best practice processes.,PR for Information and Public Relation Department (PRD) of Jharkhand Government  • Drive public awareness by disseminating government policies, programs, and achievements. • Analyze public perception and feedback, facilitating quick responses through media. • Coordinate media reporting of government functions and organize inter-state visits for journalists.,Content creation for Jharkhand Legislative Assembly  • Produce diverse content types, including press releases, speeches, social media posts, and white papers. • Manage a blog, pitch articles to third-party platforms, and collaborate with other departments for innovative content ideas.","Marketing,Media,Media,Media,Media","2023-02-13,2022-02-10,2022-10-01,2016-08-01,2013-02-01,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","NaT,2023-02-02,2023-02-01,2019-01-01,2015-03-01,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",Bachelor of Commerce (B.Com),Ranchi University,Ranchi,Accountancy,communication skills ,"1. Adobe Creative Cloud – Proficient in using Adobe tools like Photoshop and Illustrator for content creation and design. 
2. Tableau – Skilled in using Tableau for data visualization and marketing performance analysis. 
3. Sprinklr – Experienced in managing social media and analyzing performance through Sprinklr. 
4. Google Ads – Proficient in creating and optimizing Google Ads campaigns for lead generation and visibility. 
5. HubSpot – Experienced in using HubSpot for content management and campaign execution. 
6. WordPress – Familiar with navigating WordPress for basic content updates and management. 
7. Microsoft Office Suite – Advanced skills in MS Excel (including advanced functions), Word, and PowerPoint for reporting, analysis, and presentations. 
8. Canva – Skilled in using Canva for graphic design and social media content creation.","Emedia / Active on Social Media,Media and Communication / Communication Trainer","English (UK) (R W S T),English (US) (R W S T),Hindi / हिंदी (R W S T),Punjabi (   T)",plating with pet  dogs ,,,,
615252,2025 - 2026 [upcoming_batch],Male,32,,,,,"NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",Bachelor of Arts (B.A.),Rajasthan University,Jaipur,,,Depends on the work that is provided to me,Emedia / Active on Social Media,English (AU) (R W  ),,,,,
615221,2025 - 2026 [upcoming_batch],Female,25,"COUNCIL OF SCIENTIFIC AND INDUSTRIAL RESEARCH-CEERI,TATA CONSULTANCY SERVICES","PROJECT ASSOCIATE,ASSISTANT SYSTEM ENGINEER","RESEARCH,DEVELOPMENT AND TESTING","Research and Development,IT","2024-01-30,2021-07-08,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT","NaT,2022-07-08,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT,NaT",Bachelor of Technology (B.Tech),RAJIV GANDHI PROUDYOGIKI VISHWAVIDYALAY,BHOPAL,COMPUTER SCIENCE ENGINEERING,,"Microsoft Office Suite: Word, Excel, PowerPoint, Outlook 
Google Workspace: Docs, Sheets, Slides, Drive 
Programming Languages: C, C++ 
SQL Databases: MySQL 
OS Experience: Windows, macOS",Engineering / Computer Science Engineer,"English (US) (R W S T),English (UK) (R W S T),English (AU) (R W S T),English (CA) (R W S T),Hindi / हिंदी (R W S T),Nepali (R W S T)",,"Communication,Outdoors and Others","Poetry,Cooking / Baking",,
