Person Id,Computer Skills,Additional Skills,Skillset,Work Experience,Work Designation,Education,Education Specialization,VRF ID,Seva Dept,Job Description,Skills/Keyword,Seva Allocation Accurate or not,Not understood/little confusion/some doubt,Comment
356062,"Ms word 
Ms excel 
Typing 
Music production",administrative clerk for 2 years,Soft Skills / Fit for Physical Seva,Anova Health Institute,Counsellor Linkage Officer,,,Archives - Transcription - 2457,Archives,"1. English - Backlog Transcription, completing Tamil content in English files.
2. Tamil - Proofreading backlog files, completing English content in Tamil files
3. Edited - Proofreading backlog files",Media and Communication / Content Writer,1,,
312141,"I have years of experience with computers, both apple and windows, including 8 years of schooling and a 3 year university degree providing me with fluency in a range of areas such as - excel, word, internet, powerpoint, zoom, graphing software, coding software, various online media,","Grew up on farm and is good with animals, He also studies zooology in University, minored in geography. He is also an outdoor guide.",Basic Computer Skills / Basic Computer (MS Office and Email) Skills,Freycinet Adventures,Kayak Guide,Bachelor of Science (B.Sc),Zoology,Archives - Transcription - 2457,Archives,"1. English - Backlog Transcription, completing Tamil content in English files.
2. Tamil - Proofreading backlog files, completing English content in Tamil files
3. Edited - Proofreading backlog files",Media and Communication / Content Writer,1,,
404805,"I possess advanced computer skills, including proficiency in applications such as Excel, Word, Teams, Zoom, and Outlook.",,Corporate / HR Manager,EV Logistics,HR,Diploma,Business Administration,Indian Language Publications - Punjabi Translator - 2429,Indian Language Publications,"Translation of Sadhguru videos, articles, and books.",Media and Communication / Copywriter,0,,Language requirement.
381926,Have a basic understanding of using the computer. Have always used a computer most of my life.,piano teacher,Soft Skills / Fit for Physical Seva,Calop Aeroground Services,Los Angeles Airport Tom Bradley International Terminal,Diploma,Public School,Archives - Transcription - 2457,Archives,"1. English - Backlog Transcription, completing Tamil content in English files.
2. Tamil - Proofreading backlog files, completing English content in Tamil files
3. Edited - Proofreading backlog files",Media and Communication / Content Writer,1,,
403141,DevOps Engineer specilized in Streaming platform(Kafka),Professional and educated ,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,Deutsche Bank,DevOps Engineer,Master of Computer Application (M.C.A.),Networking,IT - Applications - Devops Engineer - 2615,IT / IT - Applications,"AWS, GCP, Azure, Jenkins, CI/CD, Terraform, CDN, Cloud Architect, Cyber Security",IT / Devops Engineer,1,,
402829,"General high affinity with computers/tech due to education in IT area. 
All office products 
Beginner level: c++, java,sql, html, php, photoshop","IT data manager, experience in sales, and service industry",IT / IT - Others,Medical University of Vienna,Datamanager,Undergraduate,IT / Multimedia,Training and Isha Program Archives - Content Support - 2689,Isha Programs and Communications / Training and Isha Program Archives,Supporting IPA activities. Comfortable with office work. Preferably Satsang / SPS Ishangas,Arts and Crafts / Video Editor,0,1,Not a video editor.
402700,Oracle Database Administrator,works in IT,IT / IT - Others,Nrich Enterprise solutions,Sr oracle database administrator,Master of Computer Application (M.C.A.),computer and information science,Sadhanapada - Video calls - Interviews - 2741,Sadhanapada,"Overseas Applications
- Taking Interviews through Video call and in-person
- Putting the required information into system""",Soft Skills / Articulate in communication,0,,
380690,"Microsoft Word, Power Point, Coding(Matlab, Python, google colab), Davinci Resolve video and audio editing",...,Engineering / Electrical Engineer,Ansys Inc,Technical Support Engineer,Ph.D,Electrical Engineering (Nanophotonics),Archives - Transcription - 2457,Archives,"1. English - Backlog Transcription, completing Tamil content in English files.
2. Tamil - Proofreading backlog files, completing English content in Tamil files
3. Edited - Proofreading backlog files",Media and Communication / Content Writer,0,,Language requirement.
359363,"Microsoft office tools, email communication, creating presentations",software engineer,Engineering / Computer Science Engineer,Continental Automotive Inc,Senior Staff Software Engineer,Master of Science (M.Sc),Embedded/Computer Engineering,IPC - Administrative Activities (Back Office) - 2875,IPC,"IPC MSR Back Office -

3 volunteers  for  ""1. Fixing and Participating in calls and taking meeting notes 
2. Following up on the action items with the verticals coord through calls""

1 volunteer for ""Enquiries handling & converting as registration for IE/Hathayoga/Free Yoga""",Basic Computer Skills / Data Entry skills,0,1,
338265,"During all my life I have been studying and working with the use of the computer, so my skills are fluent, I can use any kind of prgram, internet, etc etc.",Psychotherapist,Medical / Allopathy Doctor,UNAM (NATIONAL AUTONOMOUS UNIVERSITY OF MEXICO),Assistant profesor,Bachelor - Other,Regional Economics,Emedia Operations - Platform Manager -  2473,E-Media Panel / Emedia Operations,"Responsibilities:
Prepare and execute the content calendar for assigned social media platforms 
Ensure high quality of content in the posts 
Regular & consistent posting on the platform
Ensure social media target is achieved with a strong action plan 
Track analytics regularly, generate reports to communicate performance
Understand platform tactics/operations and execute
Develop insights on post performance over time
Follow best practices guideline
Coordinate with other teams for creatives and communications",Emedia / Active on Social Media,0,,"skills and experience do not the match the job descrition, might be because of spanish language requirement"
402114,I have worked in IT field for almost 6.5 years. So I think I am decently good in Computer skills.,Knowledge / communication ,IT / Cyber Security Analyst,Palo Alto Networks,Technical Support Engineer,Bachelor of Engineering (B.E.),Electronics and Communications,Emedia Operations - Market Research - 2552,E-Media Panel / Emedia Operations,"Help conduct quantitative & qualitative surveys to better understand our audience tp more effectively communicate and market our offerings.
the individual should have prior experience running market research / user behavior surveys using online and offline tools",Emedia / Digital Marketing,0,,
401865,"skilled at photoshop, and viedo editing",None mentioned,Accounting / Basic Accountancy,SIEMENS,Business Administration,Master of Business Administration (M.B.A.),finance,Emedia Operations - Platform Manager - 2487,E-Media Panel / Emedia Operations,"Responsibilities:
Prepare and execute the content calendar for assigned social media platforms 
Ensure high quality of content in the posts 
Regular & consistent posting on the platform
Ensure social media target is achieved with a strong action plan 
Track analytics regularly, generate reports to communicate performance
Understand platform tactics/operations and execute
Develop insights on post performance over time
Follow best practices guideline
Coordinate with other teams for creatives and communications",Emedia / Active on Social Media,1,,
401699,"Basic computer skills. MS Office, Salesforce, Tableau,(as user)",,Engineering / Automobile Engineer,Amazon Web Services,Principal Business Development,Master of Business Administration (M.B.A.),Marketing,Sadhanapada - Video calls - Interviews - 2697,Sadhanapada,"Indian Applications - ~ Manage and coordinate scheduling and video calls:
        - Pre-call activities (scheduling, invitations, etc.)
        - Video call participation
        - Post-call activities (follow-up, etc.)
~ Monitor daily and weekly performance metrics (numbers and targets)
~ Proactively take initiative in their work
Experience should be in any customer facing roles such as sales, entrepreneur (not a small business owner),  hotel front office, customer support, etc.",Soft Skills / Strong Interpersonal skills (Coordinator),0,,
363184,Basic,,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,,,Other,,Indian Language Publications - Nepali Translator - 2428,Indian Language Publications,"Translation of Sadhguru videos, articles, and books.",Media and Communication / Copywriter,1,,
401050,"designing with Canva, basic video editing","designs websites, knows German, and Persian and is a translater and a german teacher,. half a bachelors in psychology. website design",Basic Computer Skills / Basic Computer (MS Office and Email) Skills,Entrepreneur System,research and development,Bachelor - Other,psychology,Global Languages Publications - Persian Translator - 2271,Global Languages Publications,"Persian Translator(2)	Translation of text, creatives (text+image) and videos.
Persian Proofreader (2)	Final review of the translated text to correct distorions in translation, grammar mistakes and to maintain the consistency of translation style across all translations withing a given language",Soft Skills / Articulate in communication,1,,
382916,"Basic computer skills: email, Google Drive, MS Office.",,General / Cook/ Chef,Glasgow City HSPC,Home Carer,Other,NQ Professional Cookery,Global Languages Publications - Polish Translator - 2272,Global Languages Publications,"Polish Translator	Translation of text, creatives (text+image) and videos.
Polish Reviewer	Final review of the translated text to correct distorions in translation, grammar mistakes and to maintain the consistency of translation style across all translations withing a given language",Soft Skills / Articulate in communication,1,,
340786,"Very experienced computer user on Windows/mac.  
 
Competent in these programs: 
Ableton, Premiere Pro, Photoshop, After Effects, Chaotica, Cinema 4D, Word Processing, Subtitling and others. 
 
Also experienced in building computers and troubleshooting technical issues.",rock climbing instructor,Soft Skills / Fit for Physical Seva,Eden Rock Edinburgh,Rock Climbing Instructor,Diploma,Audio-Visual Technology,Isha Impressions - Illustrator - 2597,Isha Impressions,"· Proven work experience as an Illustrator with Animation skills. 
· Demonstrable portfolio of completed projects.
· Solid knowledge of image editing and digital sketching software, like After Effects, Photoshop or Procreate
· Drawing skills with an attention to detail (both by hand and digital pen)
· Strong aesthetic and conceptual skills
· Ability to collaborate and meet deadlines
· to be able to work to a brief, solve problems creatively and adapt their style
· creativity and imagination",Arts and Crafts / Digital Animator,1,,
368192,I know the basics. I know how to use word and Power Point and all that. I'm also grown up with computers so I know as much as an average person my age.,Tailoring - Professional with experience,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,Stiftung Oper Berlin,Tailor,Other,Tailor,Global Languages Publications - German Translator - 2258,Global Languages Publications,"Translator: Translation of text, creatives (text+image) and videos.
Proofread: Final review of the translated text to correct distorions in translation, grammar mistakes and to maintain the consistency of translation style across all translations withing a given language
Video editor: Video editing in DaVinci resolve: stictching audio track to the English video, adding subtitles, supers and slides",Soft Skills / Articulate in communication,1,,
400081,"Advance Microsoft Excel, Basic, word, powerpoint.",finance and business background. Investment mentor,Soft Skills / Articulate in communication,The Talent Tree SAS,Stocks Investment Mentor,Bachelor of Business Administration (B.B.A.),,Isha Leadership Academy - Sales Manager/ Executive - 2284,Sadhguru Academy,"Enrollments Support - support with the calling campaign for programs. Requires strong communication skills. Sales experience is not required.
",Soft Skills / Articulate in communication,1,,
316023,"•Data Analysis 
•Sofware Development 
•Coding in C and Java","Enthusiastic, good knowledge. good communicator",IT / Automation Test Engineer,Shaheen,Matinance Technician,Bachelor of Computer Application (B.C.A.),Computer Science,Global Languages Publications - Arabic Translator - 2250,Global Languages Publications,"1 support coordinator: Assigns tasks to volunteers and makes sure that all the tasks are completed on time.
1 trasnlator: Translation of text, creatives (text+image) and videos.
1 Proofreader:  Final review of the translated text to correct distorions in translation, grammar mistakes and to maintain the consistency of translation style across all translations withing a given language
1 video editor : Video editing in DaVinci resolve: stictching audio track to the English video, adding subtitles, supers and slides",Soft Skills / Articulate in communication,0,,
345639,"Full working competence on Windows and Mac operating systems. 
Competent in graphic and UI design software such as Figma, Adobe Suite software ( Photoshop / Illustrator / Lightroom - photo editing ) and video editing software Final Cut Pro. 
Also competent in building customized online websites in WordPress.",Web designer / Website and content creator,Emedia / UI Designer,Digital Ninja Agency,Web Designer,Bachelor - Other,"Economics - Economics of Commerce, Tourism and Services",Inner Engineering Online - Content Researcher - 2669,Isha Programs and Communications / Inner Engineering Online,Responsible for researching and gathering information to create content.,General / Researcher,0,1,
366437,"Intermediate as in:  
Microsoft Office (Word, Excel, PowerPoint) 
Email",Economics professor ,Education / Teacher - Others,Ministry of Education,Economics Educator,Bachelor - Other,Economics & Finance (Hons),Isha Vidhya - Class Teacher - Middle School - 2569,Isha Vidhya,"support in making manual, workbook and assessment papers for class 1-8",Soft Skills / Articulate in communication,1,,
363639,"I have basic computer skills, I know how to use microsoft programs like Word, Paint, Excel and Powerpoint.",Music plays the Handpan,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,ZorgOber,Waiter & Office Employee,Other,Hospitality Manager,Overseas Coordination Office - Administrative Activities (Back Office) - 2680,Overseas Coordination Office,Responding to emails and facilitating medical approval through clinic for cottage stay.,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,1,,
382059,Very Good.,Marketing Manager,Corporate / Marketing & Branding Manager,Imperio International Limited,Marketing Manager,Bachelor - Other,,Emedia Operations - Marketing Manager/ Executive - 2587,E-Media Panel / Emedia Operations,"5+ years experience in digital marketing and atleast 2+ years experience with tools like MoEngage / Clevertap, managing in-app campaigns. App experience is must",Emedia / Digital Marketing,1,,
391040,No specific skills.,Drummer,Education / English Teacher,foodpanda,food delivery rider,Bachelor - Other,Philosophy,Global Languages Publications - Traditional Chinese Video Editor - 2320,Global Languages Publications,"Traditional Chinese Support Coordinator	Assigns tasks to volunteers and makes sure that all the tasks are completed on time.
Traditional Chinese Translator	Translation of text, creatives (text+image) and videos.
Traditional Chinese Proofreader	Final review of the translated text to correct distorions in translation, grammar mistakes and to maintain the consistency of translation style across all translations withing a given language",Soft Skills / Articulate in communication,1,,
399401,"Excel, Power Point, Word, Canva, and most of the common ones.",Financial analyst,Corporate / Financial & Accounting Executive,NTT Data,Senior Associate,Master of Science (M.Sc),Finance,Sadhanapada - Ashram Support - 2787,Sadhanapada,Ashram Support volunteers,Soft Skills / Fit for Physical Seva,0,,
399370,User,Truck driver,Others / Cab Driver,Isha Life,"picker, order sender",Other,technologist,Halls Maintenance - Maintenance Support - 2277,Halls Maintenance,"Maintenance Support in AYA , Spanda Hall , Chamundi and Velliangri Prashala.",General / Hospitality/ Hotel Manager,1,,
399368,User,Film editor,Arts and Crafts / Video Editor,Jaggi space,"content creator,photo and video creator, assistant, administrator",Bachelor of Arts (B.A.),head of an amateur film-photo-video studio,Sadhanapada - Dining Support - 2720,Sadhanapada,"Prana Danam - Prana Danam core team - Support for dining activities including Serving and Coordination. taking small sessions, meetings, preferably satsang ishangas",Soft Skills / Fit for Physical Seva,0,,
399308,"MS Office, Outlook, Sharepoint",Massage therapist/administrative,Medical / Allopathy Doctor,"EDS, HP, ExxonMobil, Morgan Stanley, Lexmark",From helpdesk agent up to Technical programme manager role,Bachelor of Arts (B.A.),Primary school teacher,Kshetra - Customer Support Representatives - 2835,Kshetra,"1.  Briefing about Kshetra projects over the phone, email and in-person  
2. Listing customers' concerns and questions, then answering in a professional manner
3. Converting the enquirer into the Kshetra applicant
4. Conducting first level interview with standard questionnaire and gauging their interest level in Kshetragna   
5. Follow up and hand hold until the Registration and Payment completion - verifying basic details needed for registration and payment
6. If there is an issue in booking system or payment gateway which is repeatedly reported by one or more caller, resolving it with the help of concerned stakeholders in Isha",Soft Skills / Articulate in communication,1,,
357296,"DAW(Digital Audio Workstations) software as I compose music as a hobby. 
General computer knowledge and skills.",Finance/crypto,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,Self-Employed,Trading,Diploma,Hotel Operations Management,Global Languages Publications - Japanese Translator - 2264,Global Languages Publications,"Japanese Team Coordinator: Main POC between ashram admin team and the language team (remote volunteers outside of the ashram). Finds and onboards new volunteers. Team building, conducts meetings with the team. Conflict resolution within the team. Process design to optimize work.
Japanese Support Coordinator:	Assigns tasks to volunteers and makes sure that all the tasks are completed on time.
Japanese Translator:	Translation of text, creatives (text+image) and videos.
Japanese Proofreader:	Final review of the translated text to correct distorions in translation, grammar mistakes and to maintain the consistency of translation style across all translations withing a given language
Japanese Video Editor:	Video editing in DaVinci resolve: stictching audio track to the English video, adding subtitles, supers and slides",Soft Skills / Articulate in communication,1,,
363520,"SKILLS / INDUSTRY EXPERTISE: 
 
Data Structures & Algorithms 
Data Analysis  
Data Visualization 
Data Transformation  
Designing Dashboards 
Data Storytelling 
Data Management 
Predictive Modeling 
Probability & Statistics  
Machine Learning 
Regression Analysis 
Web Development 
Hypothesis Testing 
Business Intelligence 
 
TECHNOLOGIES: 
 
C++ 
Google Suite (Docs, Slides, Forms, Sheets, etc.) 
Maplesoft 
MATLAB 
Microsoft Office Suite (Excel, Word, etc.) 
Python 
RStudio 
SPSS 
SQL 
Tableau 
HTML 
CSS 
JavaScript 
PHP",Operation analyst,Corporate / Financial & Accounting Executive,Goldman Sachs,Operations Analyst,Bachelor of Arts (B.A.),Mathematics,Sadhanapada - Data Scientist - 2782,Sadhanapada,"SP Tech - Data Science Project Manager
He will be coordinating & managing multiple Data Science Projects. He should have some experience in handling Data Science , ML projects independently.
He will be guiding the junior data science ppts in the team & suggesting ML solutions to business problems.
Will be doing project feasibility analysis as well
",Soft Skills / Articulate in communication,1,,
399047,"Professional in 
- Window and Google office system: word, ppt, excel... 
- E-commerce system: GA, Magento... 
- Efficient system: Notion, ChatGPT,trell...",Writer and Public speaker - very motivated ,Emedia / Active on Social Media,Nomadni,Owner,Bachelor of Business Administration (B.B.A.),,Emedia Operations - Growth Marketing Manager - 2548,E-Media Panel / Emedia Operations,"Expertise promoting products to consumers using various digital channels, applying growth marketing principles to review data and make changes to the strategy and execution in real time delivery results.

Experience working with brands and large scale campaigns is a plus ",Corporate / Marketing & Branding Executive,1,,
371434,basic typing.,n/a ,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,National Taxation Bureau,staff,Undergraduate,,Sadhanapada - Ashram Support - 2787,Sadhanapada,Ashram Support volunteers,Soft Skills / Fit for Physical Seva,1,,
398959,Basic-medium,coordinating sathsangs in romania,Medical / Medical - Others,SC D6 CENTRU DERMATOLOGIC SRL,General Medical Assistant,Postgraduate,General Medical assistant,Training and Isha Program Archives - Content Support - 2689,Isha Programs and Communications / Training and Isha Program Archives,Supporting IPA activities. Comfortable with office work. Preferably Satsang / SPS Ishangas,Arts and Crafts / Video Editor,1,,
398882,"Familiarity with Python programming and SPSS statistics. 
Very comfortable with Microsoft word and excel.",None mentioned,Emedia / Active on Social Media,,,Bachelor of Science (B.Sc),Neuroscience and Medical Anthropology (graduating in May 2024),English Publications - Content Writer - 2388,English Publications,"Writing, proofing, editing. Must have excellent grasp over English language. ",Media and Communication / Content Writer,1,,
398760,Medium,interpretor / people management ,Accounting / Basic Accountancy,Brandon Bridge hotel,Chef manager,Master of Arts (M.A.),Tourism management,Overseas Coordination Office - Front Office Activities - 2682,Overseas Coordination Office,Completing overseas guests formalities before they check-in to the ashram,Soft Skills / Articulate in communication,0,1,Could be in cottage or guest care dept?
335225,"Word / PowerPoint 
3d modelling softwares 
Some Photoshop and Illustraptor",using advanced softwares for 3d modeling,IT / Cloud Architect,Self employed,3d Artist,Master - Other,Product design,Sadhanapada - Video calls - Interviews - 2741,Sadhanapada,"Overseas Applications
- Taking Interviews through Video call and in-person
- Putting the required information into system""",Soft Skills / Articulate in communication,0,1,
398552,Basic skills.,,Basic Computer Skills / Data Entry skills,Subaek Farm,General worker,SSLC/10,,Land Maintenance - Farming support - 2659,Land Maintenance,Tree Care - Watering/Weeding/Mulching,Environment / Agriculture/ Farmer,1,,
385409,"Basic computer skills, proficient in Microsoft Office Suite, social media, email communication","Waitress
Studying psychology",Soft Skills / Soft-spoken and cordial,Mures bilijar kafe,Manager,Undergraduate,Psychology,Global Languages Publications - Administrative Activities (Back Office) - 2323,Global Languages Publications,"Training and onboarding	Creating training courses for the department volunteers, conducting in-person and online training programs 
Back office support	Creating SRT files based on the English transcript and video, request video stem files, maintain the repository of video stems and transcripts/SRT files.",Soft Skills / Strong Interpersonal skills (Coordinator),1,,
368225,"Internet, photoshop, illustrator, ICDL, matlab, datamine",Translation of English to Persian ,Engineering / Engineering - Others,Alam Afroze,Engineer,Bachelor of Engineering (B.E.),,Global Languages Publications - Persian Translator - 2271,Global Languages Publications,"Persian Translator(2)	Translation of text, creatives (text+image) and videos.
Persian Proofreader (2)	Final review of the translated text to correct distorions in translation, grammar mistakes and to maintain the consistency of translation style across all translations withing a given language",Soft Skills / Articulate in communication,1,1,
348868,I know basic stuff. I'm fast at typing using all 10 fingers. Used to windows. Know basic video editing & photo editing.,,Education / Arts and Crafts Teacher,EKBO,Kindergarten teacher,Bachelor of Arts (B.A.),Social Work,Overseas Coordination Office - Front Office Activities - 2682,Overseas Coordination Office,Completing overseas guests formalities before they check-in to the ashram,Soft Skills / Articulate in communication,1,,
379791,"I know how to use Smartcat (translation sofware), I have experience with DaVinci Resolve (video editing software), I'm using google spreadsheets and Canva (graphic design) on a daily basis. I used to create wordpress websites with Divi builder.","Smartcat (translation sofware), he has experience with DaVinci Resolve (video editing software),  using google spreadsheets and Canva (graphic design) on a daily basis.created wordpress websites with Divi builder.",IT / Front end Web Developer,Major's Office of Szombathely,Receptionist,Bachelor of Arts (B.A.),Commerce and marketing,Global Languages Publications - Translators - 2260,Global Languages Publications,"Hungarian translator	Translation of text, creatives (text+image) and videos.",Soft Skills / Articulate in communication,1,1,
398048,"I work for an IT Service Management software provider, and am proficient at using a variety of ITSM or ticketing software. As well as this, I can use a number of marketing and SEO software including HubSpot. I use Excel in my day-to-day work frequently and can utilise this very well, alongside the other Microsoft Suite. I will be getting a cybersecurity certification as well through work in the next couple of weeks."," proficient at using a variety of ITSM or ticketing software, Marketing software, HubSpot.",IT / IT - Others,TOPdesk UK,Senior Business Development Executive,Master of Science (M.Sc),Marketing,Sadhanapada - Market Research - 2709,Sadhanapada,"- Basic Excel and PPT Skills needed
- Be able to conduct desk research or 1:1 interviews, gather market intelligence, analyze it and then present the findings. 
- They will also need to collect data from a range of qualitative (e.g., customer feedback) and quantitative (e.g. syndicated reports) sources, often in a creative manner. 
Identify and collect relevant data points from online desk research, for example: Consumers: Demographics, buying habits, needs, etc.",Corporate / Consultant,1,,
398024,"C, C++, Java, Python, SQL",software developer for google,Engineering / Computer Science Engineer,Google,Software Developer,Bachelor - Other,Electronics and Electrical Engineering,IT - Applications - Developer - 2610,IT / IT - Applications,"Python, Odoo, JavaScript,HTML,CSS,XML,React Native, React, Nodejs, Java, GoLang, Magento, PHP, FullStack",IT / Developer,1,,
397959,"Microsoft office (Words and Excel), Emails",,Accounting / Chartered Accountant,2Futures,Senior Accountant,Diploma,Accounting,Sadhanapada - Video calls - Interviews - 2741,Sadhanapada,"Overseas Applications
- Taking Interviews through Video call and in-person
- Putting the required information into system""",Soft Skills / Articulate in communication,0,1,
351312,"Word 
Excel 
Photoshop junior 
Adobe Premier 
Filmora 
Airtable",Volunteering,Soft Skills / Fit for Physical Seva,TECMEINDUS,SUPERVISOR,Bachelor of Business Administration (B.B.A.),Hotel and Tourism,Global Languages Publications - Spanish Translator - 2279,Global Languages Publications,"Spanish Translator	Translation of text, creatives (text+image) and videos.
Spanish Video Editor	Video editing in DaVinci resolve: stictching audio track to the English video, adding subtitles, supers and slides
Spanish Proofreader	Final review of the translated text to correct distorions in translation, grammar mistakes and to maintain the consistency of translation style across all translations withing a given language",Soft Skills / Articulate in communication,1,1,
397773,"Ms Word, Excel, Day to day computer usage",,Corporate / HR Manager,Vishwamitra DMCC,HR Manager,Master of Business Administration (M.B.A.),Human Resources,Residents Coordination Department - Administrative Activities (Back Office) - 2844,Residents Coordination Department,"Nature of our activity involves sensitive information. We need someone with more maturity, willing and aspiring for Poornanga.",Soft Skills / Soft-spoken and cordial,1,,
370420,"Proficient in working with computers and solving computer problems, degree in full stack development, proficient in Adobe Suite and Figma","coding, ",IT / Developer - front end,Softserve Digital Development,Front End Designer,Bachelor of Arts (B.A.),UX Design and Full Stack Development,IT - Applications - UI Designer - 2762,IT / IT - Applications,"UI, UX, Figma, Sketch, Adobe",IT / UI Designer (Angular/ HTML/CSS),1,,
397517,"Microsoft office, MS Word, MS EXCEL, PPT, Video editing, Typing.",experience working in bank,Soft Skills / Fit for Physical Seva,Agricultural Development Bank,Customer Service Department,Bachelor of Business Administration (B.B.A.),Banking & Insurance,Ashram Administration - Guiding Visitors -  2281,Ashram Administration,"1. Should be presentable and have good communication skills
2. Should be able to troubleshoot any issue ( lost and found, wheel chair assistance, medical help, etc.,) or to escalate to the right person promptly.
3. Will be good if they know both Hindi and English
4. To be able to update the FAQs document ( we use them as a training for the help desk volunteers)
5. To be balanced enough to handle visitors/guests of any temperament.",Soft Skills / Articulate in communication,1,,
364996,"General, powerpoint, word",Customer service ,Soft Skills / Fit for Physical Seva,Publico Ristorante,Server,Diploma,Business,Akshaya - Akshaya Volunteers - 2735,Akshaya,To support in multiple areas in Akshaya.,Soft Skills / Fit for Physical Seva,1,,
356012,"MS Office. Word, Excel, Outlook, Powerpoint, Access, Google Drive, Adobe Premiere Pro",Asst. Director in movies,Arts and Crafts / Film Director,azerbaijanfilm cinema studio,First AD,Bachelor - Other,Mathematics,Sadhanapada - Ashram Support - 2787,Sadhanapada,Ashram Support volunteers,Soft Skills / Fit for Physical Seva,0,,Art and craft or media dept?
368598,"Microsoft Office, Emails, Letters, Adobe, Outlook, Gmail, 
managing computer files, word processing, using spreadsheets and databases; creating presentations; finding information, and communicating, emailing, designing processes.",,Soft Skills / Articulate in communication,Advice4Life Limited,Financial Adviser,Bachelor - Other,Mathematics,Sadhanapada - Video calls - Interviews - 2699,Sadhanapada,Indian Applications - To collect or verify detailed information on a video call. They should be open to talkin for an hour and be able to build rapport to collect proper information. Willing to take 4 video calls per day.,Soft Skills / Articulate in communication,1,,
391320,"Advanced Excel (with macros and VBA); 
Advanced SQL; 
Intermediate programming in python; 
MS Office knowledge","risk management, creating and analyzing financial figures, trading, ",Corporate / Financial & Accounting Executive,FCamara,Financial planning and analysis Analyst,Bachelor - Other,Bachelor in Economics,Global Languages Publications - Portuguese Translator - 2273,Global Languages Publications,"Portuguese Translator	Translation of text, creatives (text+image) and videos.
Portuguese Video Editor	Video editing in DaVinci resolve: stictching audio track to the English video, adding subtitles, supers and slides
Portuguese Proofreader	Final review of the translated text to correct distorions in translation, grammar mistakes and to maintain the consistency of translation style across all translations withing a given language",Soft Skills / Articulate in communication,0,,Language
350401,"Software 
- Fluent in MS Office 
- Trained in multiple CRM's and HRM's 
- Trained in Multiple Social Media Platforms as well as Hootsuite to schedule posts etc. 
- Basic Photo, Video and Audio editing skills - Canva and Final Cut Pro 
- Point of Sale system skills 
- Learning Management system skills 
- Conducting Survey Software skills","business administration,
HR department",Soft Skills / Enthusiastic,Black Dog Institute,Internal Recruitment - Human Resources,Bachelor of Business Administration (B.B.A.),Human Resources,Sadhanapada - Video calls - Interviews - 2697,Sadhanapada,"Indian Applications - ~ Manage and coordinate scheduling and video calls:
        - Pre-call activities (scheduling, invitations, etc.)
        - Video call participation
        - Post-call activities (follow-up, etc.)
~ Monitor daily and weekly performance metrics (numbers and targets)
~ Proactively take initiative in their work
Experience should be in any customer facing roles such as sales, entrepreneur (not a small business owner),  hotel front office, customer support, etc.",Soft Skills / Strong Interpersonal skills (Coordinator),1,,
389610,"MS Office, Presentation software, Social Media skills, Internet tools",,Medical / Medical Researchers,ULUSA EXPORT IMPORT,Export-Import,Master of Science (M.Sc),Molecular Biology in Medicine,Isha Samskriti - Communication/Soft skill  Teacher -  2363,Isha Samskriti,"Caretaker of the children. To accompany children for food, classes and events. To be able to groom Children and cater to their needs. Caring and patient. Physically fit.",Soft Skills / Fit for Physical Seva,1,,
395894,Basic coding and data management. ,Basic coding,Basic Computer Skills / Data Entry skills,,,Other,Mycology and organic agriculture,Temple - Linga Bhairavi - Front Office Activities - 2634,Temple - Linga Bhairavi,"sending mails,preparing xcel sheets,communicating with participants",Soft Skills / Articulate in communication,1,,
377619,"MS Office (Word, Excel, PPT), R, SAP","SAP, Sales force, R language( Basic knowledge)",Environment / Geographic Information Systems (GIS),Thuringia Energy AG,Work Study (Trainee),Master of Science (M.Sc),Environmental and Sustainability Economics,Research & Technical team - Researcher - 2442,Save Soil / Research & Technical team,"# Has excellent research, analytical, writing & presentation skills.
# Possesses a strong understanding of ecological principles and environmental challenges.
# Demonstrates a keen interest in nature-based solutions and their potential to address sustainability issues.
# Supporting project development: Assisting senior consultants with research, data analysis, feasibility studies, and stakeholder engagement for global Save Soil projects.
# Contributing to technical reports, proposals and presentations
# Engaging with clients and stakeholders: Participating in meetings, workshops, and site visits to gather information, understand needs, and build relationships.
# Staying up-to-date on the latest advancements in global soil health: Actively learning about context-specific NBS technologies, methodologies, and best practices.
# Contributing to internal knowledge sharing: Assisting with the development of internal resources and training materials related to Nature-based solutions",Basic Computer Skills / Basic Computer (MS Office and Email) Skills,1,,
303303,Very good,"Solid works - Medium, Autodesk Revit is a building information modelling software - Currently using for studies.",Engineering / Plumbing EngineerSoft Skills / Articulate in communication,Sotek ASGK rør,VVS engineer / CEO,OtherOtherOther,"Klima, energi og miljø / VVS",Plumbing - Coordinating Activities - 2257,Plumbing,Plumbing Store Keeper,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,1,,
