SP ID,Work Experience/Company,Work Experience/Designation,Work Experience/Tasks,Work Experience/Industry,Education/Qualifications,Education/Specialization,Any Additional Skills,Computer Skills,Skills,Languages,Gender,Age,Work Experience/From Date,Work Experience/To Date,summary
617510,"Beijing PumeiJingshe Culture Co., LTD (now canceled)",Executive designer,"['I took charge of graphic designing, exhibition display & guidance, article writing, social media promotion, company culture explanation and some part of creative product designing.']",['Art'],Bachelor of Arts (B.A.),Chinese Ink Painting,NA,"Photo Shop, Indesign, DaVinci Resolve (basic), Reaper, 11labs (AI dubbing), WPS, etc.",Arts and Crafts / Actor,['English (US) (R W S T)'],Male,27.0,['2016-03-01'],['2018-03-01'],"
Participant 617510 has the following work experience: A Art in the industry doing I took charge of graphic designing, exhibition display & guidance, article writing, social media promotion, company culture explanation and some part of creative product designing. tasks for 24 months.
They have the following qualifications: Bachelor of Arts (B.A.) in Chinese Ink Painting.
They have the following skills: Arts and Crafts / Actor and NA and computer skill 
Photo Shop, Indesign, DaVinci Resolve (basic), Reaper, 11labs (AI dubbing), WPS, etc. and know the following languages: English (US) (R W S T).
The participant is a Male and 27.0 years old.
"
617452,KIT's college of engineering,Lecturer,['NA'],['Teaching'],Master of Technology (M.Tech),Environmental Science,NA,"MS office, Visual Basics, Basics of C++",Education / English Teacher,['English (AU) (R W S T)'],Female,46.0,['2024-04-20'],['2024-06-05'],"
Participant 617452 has the following work experience: A Teaching in the industry doing NA tasks for 2 months.
They have the following qualifications: Master of Technology (M.Tech) in Environmental Science.
They have the following skills: Education / English Teacher and NA and computer skill 
MS office, Visual Basics, Basics of C++ and know the following languages: English (AU) (R W S T).
The participant is a Female and 46.0 years old.
"
617410,Delhi Public School,Maths faculty,"['Class 11th and 12th IIT JEE maths, hostel academic incharge', 'Board plus IIT JEE maths']","['Teaching', 'Teaching']",Bachelor of Technology (B.Tech),Electronic and instrumentation Engineering,NA,Can manage my work.,Education / Mathematics Teacher,"['Hindi / हिंदी (R W S T)', 'English (UK) (R W S T)']",Male,33.0,"['2021-09-27', '2013-06-25']","['NA', '2021-09-26']","
Participant 617410 has the following work experience: A Teaching in the industry doing Class 11th and 12th IIT JEE maths, hostel academic incharge tasks. A Teaching in the industry doing Board plus IIT JEE maths tasks for 99 months.
They have the following qualifications: Bachelor of Technology (B.Tech) in Electronic and instrumentation Engineering.
They have the following skills: Education / Mathematics Teacher and NA and computer skill 
Can manage my work. and know the following languages: Hindi / हिंदी (R W S T).English (UK) (R W S T).
The participant is a Male and 33.0 years old.
"
617331,NA,NA,['NA'],['NA'],Bachelor of Law (B.L. / LLB),BBA.LLB,NA,Well Versed with Microsoft Software,Emedia / Active on Social Media,['English (US) (R W S T)'],Male,23.0,['NA'],['NA'],"
Participant 617331 has the following work experience: A NA in the industry doing NA tasks.
They have the following qualifications: Bachelor of Law (B.L. / LLB) in BBA.LLB.
They have the following skills: Emedia / Active on Social Media and NA and computer skill 
Well Versed with Microsoft Software and know the following languages: English (US) (R W S T).
The participant is a Male and 23.0 years old.
"
617305,Turtle bowl consultant,Hr,['NA'],['HR and Admin'],Master of Business Administration (M.B.A.),Hr and marketing,NA,Yes,Emedia / Active on Social Media,['English (UK) (R W S T)'],Female,32.0,['2022-07-14'],['2023-07-12'],"
Participant 617305 has the following work experience: A HR and Admin in the industry doing NA tasks for 12 months.
They have the following qualifications: Master of Business Administration (M.B.A.) in Hr and marketing.
They have the following skills: Emedia / Active on Social Media and NA and computer skill 
Yes and know the following languages: English (UK) (R W S T).
The participant is a Female and 32.0 years old.
"
617181,Connecting the dots,Senior physics faculty,"['Delivering physics and mathematics lectures and making PPT', 'Making creative power point presentations for Online classes, preparing content for JEE and NEET exams']","['Teaching', 'Teaching']",Master of Science (M.Sc),Nuclear and Particle physics,NA,Ms office,Emedia / Active on Social Media,"['Kannada (R W S T)', 'English (US) (R W S T)', 'Hindi / हिंदी (R W S )']",Male,33.0,"['2022-06-01', '2019-11-01']","['2023-01-31', '2022-04-30']","
Participant 617181 has the following work experience: A Teaching in the industry doing Delivering physics and mathematics lectures and making PPT tasks for 7 months. A Teaching in the industry doing Making creative power point presentations for Online classes, preparing content for JEE and NEET exams tasks for 29 months.
They have the following qualifications: Master of Science (M.Sc) in Nuclear and Particle physics.
They have the following skills: Emedia / Active on Social Media and NA and computer skill 
Ms office and know the following languages: Kannada (R W S T).English (US) (R W S T).Hindi / हिंदी (R W S ).
The participant is a Male and 33.0 years old.
"
617109,Dr. Subhash University,Assistant professor,"['Class coordinator and in co- curricular activities', 'Class coordinator, in co- curricular activities and coordinator of human values cell']","['Teaching', 'Teaching']",Master of Arts (M.A.),English language,NA,Basic computer knowledge,Education / English Teacher,"['Gujarati / ગુજરાતી (R W S T)', 'Hindi / हिंदी (R W S )', 'English (UK) (R W S T)']",Female,30.0,"['2022-08-01', '2016-09-02']","['NA', '2022-07-30']","
Participant 617109 has the following work experience: A Teaching in the industry doing Class coordinator and in co- curricular activities tasks. A Teaching in the industry doing Class coordinator, in co- curricular activities and coordinator of human values cell tasks for 70 months.
They have the following qualifications: Master of Arts (M.A.) in English language.
They have the following skills: Education / English Teacher and NA and computer skill 
Basic computer knowledge and know the following languages: Gujarati / ગુજરાતી (R W S T).Hindi / हिंदी (R W S ).English (UK) (R W S T).
The participant is a Female and 30.0 years old.
"
617105,"Suzhou Trust Co., Ltd",Project Manager,"['1. Assist the department manager in developing trust project resources, be responsible for project screening, efficiently complete trust product scheme design and project approval.  2. Independently carry out and fully complete the project due diligence report, have a comprehensive and in-depth understanding of the overall situation of the project, assist the company in compliance, risk control, and legal affairs to complete the entire process of project approval;  3. Write legal contract texts, complete trust contract signing;independently complete project mortgage, pledge, notarization and other procedures.  4. As the first responsible person, responsible for the process management and post-project liquidation of the trust project.', 'Financial Marekt provides personalized Asset Allocation services to high net worth individuals.  2. Maintain and develop existing customers, expand incremental customers, analyze and tap customer needs, and provide comprehensive Asset Allocation plans and services based on customer risk tolerance.  3. Customer Relationship Management and Investor Education to train customers to become rational, professional and healthy investors.']","['Finance', 'Finance']",Master of Business Administration (M.B.A.),NA,NA,familiar with Office application software,Corporate / Financial & Accounting Manager,['English (US) (R W S T)'],Female,34.0,"['2013-07-01', '2019-08-01']","['2019-07-30', '2024-07-19']","
Participant 617105 has the following work experience: A Finance in the industry doing 1. Assist the department manager in developing trust project resources, be responsible for project screening, efficiently complete trust product scheme design and project approval.  2. Independently carry out and fully complete the project due diligence report, have a comprehensive and in-depth understanding of the overall situation of the project, assist the company in compliance, risk control, and legal affairs to complete the entire process of project approval;  3. Write legal contract texts, complete trust contract signing;independently complete project mortgage, pledge, notarization and other procedures.  4. As the first responsible person, responsible for the process management and post-project liquidation of the trust project. tasks for 72 months. A Finance in the industry doing Financial Marekt provides personalized Asset Allocation services to high net worth individuals.  2. Maintain and develop existing customers, expand incremental customers, analyze and tap customer needs, and provide comprehensive Asset Allocation plans and services based on customer risk tolerance.  3. Customer Relationship Management and Investor Education to train customers to become rational, professional and healthy investors. tasks for 59 months.
They have the following qualifications: Master of Business Administration (M.B.A.) in NA.
They have the following skills: Corporate / Financial & Accounting Manager and NA and computer skill 
familiar with Office application software and know the following languages: English (US) (R W S T).
The participant is a Female and 34.0 years old.
"
617088,Ebix Australia,Business Analyst / Software Tester,['NA'],"['Insurance', 'Insurance']",Bachelor of Science (B.Sc),NA,NA,"Confluence, Jira, basic MS Office",IT / IT - Others,['English (US) (R W S T)'],Male,38.0,"['2019-03-11', '2015-02-23']","['NA', '2019-01-07']","
Participant 617088 has the following work experience: A Insurance in the industry doing NA tasks.
They have the following qualifications: Bachelor of Science (B.Sc) in NA.
They have the following skills: IT / IT - Others and NA and computer skill 
Confluence, Jira, basic MS Office and know the following languages: English (US) (R W S T).
The participant is a Male and 38.0 years old.
"
617026,Gouripur sri sri Ramkrishna Vidyapith (H.S),Computer operator,['Office work in school'],['Others'],Bachelor of Commerce (B.Com),Pass,NA,"Diploma in IT , Tally, etc",Basic Computer Skills / Basic Computer (MS Office and Email) Skills,"['Bengali / বাংলা (R W S T)', 'Hindi / हिंदी (R W S )', 'English (US) (R W S T)']",Male,37.0,['2014-01-01'],['NA'],"
Participant 617026 has the following work experience: A Others in the industry doing Office work in school tasks.
They have the following qualifications: Bachelor of Commerce (B.Com) in Pass.
They have the following skills: Basic Computer Skills / Basic Computer (MS Office and Email) Skills and NA and computer skill 
Diploma in IT , Tally, etc and know the following languages: Bengali / বাংলা (R W S T).Hindi / हिंदी (R W S ).English (US) (R W S T).
The participant is a Male and 37.0 years old.
"
616996,Isha Foundation,Calling Volunteer,"['Calling to all Isha participate, Volunteer at Isha program like International day of yoga in Muzaffarpur, Hall set-up', 'Calling to Isha Meditator for August satsang In Patna']","['Others', 'Others']",HSC/12,Inter of Science,NA,Basic Computer Knowledge,Emedia / Active on Social Media,"['Hindi / हिंदी (R W S T)', 'English (UK) (R W S T)', 'Sanskrit (R W S T)']",Male,18.0,"['2024-06-01', '2024-07-20']","['2024-06-22', '2024-08-05']","
Participant 616996 has the following work experience: A Others in the industry doing Calling to all Isha participate, Volunteer at Isha program like International day of yoga in Muzaffarpur, Hall set-up tasks for 0 months. A Others in the industry doing Calling to Isha Meditator for August satsang In Patna tasks for 1 months.
They have the following qualifications: HSC/12 in Inter of Science.
They have the following skills: Emedia / Active on Social Media and NA and computer skill 
Basic Computer Knowledge and know the following languages: Hindi / हिंदी (R W S T).English (UK) (R W S T).Sanskrit (R W S T).
The participant is a Male and 18.0 years old.
"
616953,Shufersal,Cashier,['NA'],"['Retail', 'Agriculture']",Other,Bagrut certificate,NA,I know how to work with translation and video editing apps and social media channels from my GLP seva.,Emedia / Social Media Campaigns,['English (US) (R W S T)'],Male,23.0,"['2019-10-10', '2022-02-02']","['2020-02-02', '2024-02-02']","
Participant 616953 has the following work experience: A Retail in the industry doing NA tasks for 4 months.
They have the following qualifications: Other in Bagrut certificate.
They have the following skills: Emedia / Social Media Campaigns and NA and computer skill 
I know how to work with translation and video editing apps and social media channels from my GLP seva. and know the following languages: English (US) (R W S T).
The participant is a Male and 23.0 years old.
"
616920,"BMC Software, Inc",Global Director of Sales,"['Manage teams in the different regions in the world to upsell and cross sell solutions to maximize the review and attain yearly targets of over 700M usd', 'Qualify leads across the Latin America region and secure the continuity of the operations for the solutions in Latin America']","['Sales', 'Sales']",Undergraduate,Law,NA,Proficient in all MS apps. PC and Mac.,Corporate / Marketing & Branding Manager,"['English (US) (R W S T)', 'Portuguese (BR) / Português (BR) (R W S T)']",Female,56.0,"['2002-04-23', '1998-04-15']","['NA', '2002-02-13']","
Participant 616920 has the following work experience: A Sales in the industry doing Manage teams in the different regions in the world to upsell and cross sell solutions to maximize the review and attain yearly targets of over 700M usd tasks. A Sales in the industry doing Qualify leads across the Latin America region and secure the continuity of the operations for the solutions in Latin America tasks for 46 months.
They have the following qualifications: Undergraduate in Law.
They have the following skills: Corporate / Marketing & Branding Manager and NA and computer skill 
Proficient in all MS apps. PC and Mac. and know the following languages: English (US) (R W S T).Portuguese (BR) / Português (BR) (R W S T).
The participant is a Female and 56.0 years old.
"
616897,GGAM & Associates LLP,Managing Partner,"['To Manage overall our Firm, take decisions on behalf of all the partners.']",['Accounts'],Other,Legal Compliance and Financial Due diligence,Handles litigation cases ,Best.,Accounting / Chartered Accountant,"['English (US) (R W S T)', 'Hindi / हिंदी (R W S T)', 'Marwadi (R W S T)']",Male,30.0,['2017-07-24'],['NA'],"
Participant 616897 has the following work experience: A Accounts in the industry doing To Manage overall our Firm, take decisions on behalf of all the partners. tasks.
They have the following qualifications: Other in Legal Compliance and Financial Due diligence.
They have the following skills: Accounting / Chartered Accountant and Handles litigation cases  and computer skill 
Best. and know the following languages: English (US) (R W S T).Hindi / हिंदी (R W S T).Marwadi (R W S T).
The participant is a Male and 30.0 years old.
"
616845,Oxford Pharmagenesis Ltd,Accountant,"['Overseeing transactional accounting, month end close/reporting, multi currency bank accounts and intercompany reconciliation', 'Overseeing transactional accounting, payment runs, multi currency bank reconciliations, assisting treasury and month end close processes']","['Pharma and Biotech', 'Import and Export']",Other,Chartered Accountant,NA,"I used to work as an Accountant. Therefore I am proficient in MS Excel; confident in using PowerPoint, MS Words, Outlook. I am also familiar with various EPS-s.",Basic Computer Skills / Basic Computer (MS Office and Email) Skills,['English (UK) (R W S T)'],Female,50.0,"['2020-04-14', '2018-01-07']","['2022-10-07', '2020-04-13']","
Participant 616845 has the following work experience: A Pharma and Biotech in the industry doing Overseeing transactional accounting, month end close/reporting, multi currency bank accounts and intercompany reconciliation tasks for 30 months. A Import and Export in the industry doing Overseeing transactional accounting, payment runs, multi currency bank reconciliations, assisting treasury and month end close processes tasks for 27 months.
They have the following qualifications: Other in Chartered Accountant.
They have the following skills: Basic Computer Skills / Basic Computer (MS Office and Email) Skills and NA and computer skill 
I used to work as an Accountant. Therefore I am proficient in MS Excel; confident in using PowerPoint, MS Words, Outlook. I am also familiar with various EPS-s. and know the following languages: English (UK) (R W S T).
The participant is a Female and 50.0 years old.
"
616757,DGR Consultancy,Assistant accountant,"['Filing monthly VAT & CST returns', 'Filing GST & IT returns']","['Accounts', 'Accounts']",Bachelor of Commerce (B.Com),Banking & Insurance,NA,"Tally, MS Office, Google Drive, English and Tamil typing.",Emedia / Active on Social Media,"['Tamil (R W S T)', 'English (US) (R W S T)']",Female,28.0,"['2016-10-01', '2018-03-01']","['2017-07-31', '2022-08-07']","
Participant 616757 has the following work experience: A Accounts in the industry doing Filing monthly VAT & CST returns tasks for 9 months. A Accounts in the industry doing Filing GST & IT returns tasks for 53 months.
They have the following qualifications: Bachelor of Commerce (B.Com) in Banking & Insurance.
They have the following skills: Emedia / Active on Social Media and NA and computer skill 
Tally, MS Office, Google Drive, English and Tamil typing. and know the following languages: Tamil (R W S T).English (US) (R W S T).
The participant is a Female and 28.0 years old.
"
616721,IMM,Social worker,"[""I take care of children and youth under 18 who have mental illness and who's coming from bad family situations"", 'Helping and doing the pre work of the taxes that the accounter needs to work on', 'Dealing with all that has to do with gardening,  wall painting, flooring, bathrooms and constructing furniture']","['Healthcare', 'Accounts', 'Construction and Engineering']",NA,NA,"Healthcare assistant, working with children with mental ailments",I know basics of using Computer as well as using some isha platforms(Santosha and PMS),Accounting / Basic Accountancy,"['English (UK) (R W S T)', 'German / Deutsch (R W S T)']",Male,28.0,"['2023-02-01', '2022-10-10', '2021-07-22']","['NA', '2023-02-01', '2022-09-01']","
Participant 616721 has the following work experience: A Healthcare in the industry doing I take care of children and youth under 18 who have mental illness and who's coming from bad family situations tasks. A Accounts in the industry doing Helping and doing the pre work of the taxes that the accounter needs to work on tasks for 4 months. A Construction and Engineering in the industry doing Dealing with all that has to do with gardening,  wall painting, flooring, bathrooms and constructing furniture tasks for 14 months.
They have the following qualifications: NA in NA.
They have the following skills: Accounting / Basic Accountancy and Healthcare assistant, working with children with mental ailments and computer skill 
I know basics of using Computer as well as using some isha platforms(Santosha and PMS) and know the following languages: English (UK) (R W S T).German / Deutsch (R W S T).
The participant is a Male and 28.0 years old.
"
616712,Falken Tyre Europe GmbH,Tax Specialist,"['VAT Reports and related, clearing and monitoring tax accounts']","['Accounts', 'Banking and Financial Services']",NA,NA,NA,"Microsoft Excel, Word, SAP",Accounting / Basic Accountancy,"['German / Deutsch (R W S T)', 'English (US) (R W S T)']",Female,35.0,"['2019-07-01', '2016-10-03']","['NA', '2019-06-30']","
Participant 616712 has the following work experience: A Accounts in the industry doing VAT Reports and related, clearing and monitoring tax accounts tasks.
They have the following qualifications: NA in NA.
They have the following skills: Accounting / Basic Accountancy and NA and computer skill 
Microsoft Excel, Word, SAP and know the following languages: German / Deutsch (R W S T).English (US) (R W S T).
The participant is a Female and 35.0 years old.
"
616688,"Different studios and sport clubs, and now in my own studio",Professor and now also managing my own studio,"['Teach trx suspention training pilates postural & breathing therapy meditación techniques trampoline', 'Insurance sales']","['Teaching', 'Sales']",Bachelor - Other,Interpreter traducer,Is it a fitness teacher - pilates etc (runs a studio),Intermediate,Education / English Teacher,['English (US) (R W S T)'],Female,53.0,"['1999-09-01', '1997-01-02']","['NA', '2000-04-01']","
Participant 616688 has the following work experience: A Teaching in the industry doing Teach trx suspention training pilates postural & breathing therapy meditación techniques trampoline tasks. A Sales in the industry doing Insurance sales tasks for 39 months.
They have the following qualifications: Bachelor - Other in Interpreter traducer.
They have the following skills: Education / English Teacher and Is it a fitness teacher - pilates etc (runs a studio) and computer skill 
Intermediate and know the following languages: English (US) (R W S T).
The participant is a Female and 53.0 years old.
"
616496,Serenity Soffit Pty Ltd,Owner/CEO,"['Project management, site management, business management, financials, accounting, book keeping, etc,.']",['Construction and Engineering'],Diploma,Sports Leadership and Development,"Book keeping, admin, accounting, business management","Book keeping, admin, accounting, business management",Engineering / Computer Science Engineer,['English (AU) (R W S T)'],Male,25.0,['2021-03-01'],['2024-07-01'],"
Participant 616496 has the following work experience: A Construction and Engineering in the industry doing Project management, site management, business management, financials, accounting, book keeping, etc,. tasks for 40 months.
They have the following qualifications: Diploma in Sports Leadership and Development.
They have the following skills: Engineering / Computer Science Engineer and Book keeping, admin, accounting, business management and computer skill 
Book keeping, admin, accounting, business management and know the following languages: English (AU) (R W S T).
The participant is a Male and 25.0 years old.
"
616370,NA,NA,['NA'],['NA'],Bachelor of Medicine and Bachelor of Surgery (M.B.B.S.),MBBS only,NA,Have known basic computer skills like Microsoft power point/word.,Medical / Allopathy Doctor,"['English (US) (R W S T)', 'Hindi / हिंदी (R W S T)', 'Telugu / తెలుగు (R W S T)']",Male,23.0,['NA'],['NA'],"
Participant 616370 has the following work experience: A NA in the industry doing NA tasks.
They have the following qualifications: Bachelor of Medicine and Bachelor of Surgery (M.B.B.S.) in MBBS only.
They have the following skills: Medical / Allopathy Doctor and NA and computer skill 
Have known basic computer skills like Microsoft power point/word. and know the following languages: English (US) (R W S T).Hindi / हिंदी (R W S T).Telugu / తెలుగు (R W S T).
The participant is a Male and 23.0 years old.
"
616341,Gulbarga institute of medical sciences,Postgraduate trainee in Orthopaedics,"['Involves treating patients with bone fractures, operating and rehabilitating them.', 'Looking after acute emergencies, Road traffic accident patients, COVID 19 infected patients as first responder. Providing them with immediate life saving treatment and referring them to needed speciality .']","['Healthcare', 'Healthcare']",Bachelor of Medicine and Bachelor of Surgery (M.B.B.S.),Doctor (Pursuing post graduation),NA,Using Power point and Word document .,Medical / Allopathy Doctor,"['Kannada (R W S )', 'English (UK) (R W S T)', 'Hindi / हिंदी (R W S )', 'Telugu / తెలుగు (  S )']",Male,27.0,"['2021-03-01', '2020-07-20']","['NA', '2020-12-07']","
Participant 616341 has the following work experience: A Healthcare in the industry doing Involves treating patients with bone fractures, operating and rehabilitating them. tasks. A Healthcare in the industry doing Looking after acute emergencies, Road traffic accident patients, COVID 19 infected patients as first responder. Providing them with immediate life saving treatment and referring them to needed speciality . tasks for 5 months.
They have the following qualifications: Bachelor of Medicine and Bachelor of Surgery (M.B.B.S.) in Doctor (Pursuing post graduation).
They have the following skills: Medical / Allopathy Doctor and NA and computer skill 
Using Power point and Word document . and know the following languages: Kannada (R W S ).English (UK) (R W S T).Hindi / हिंदी (R W S ).Telugu / తెలుగు (  S ).
The participant is a Male and 27.0 years old.
"
616198,शेती,शेती,['काही नाही'],['Agriculture'],Bachelor of Arts (B.A.),Aurangabad,NA,Mscit,Emedia / Active on Social Media,"['Marathi (R W S T)', 'Marathi (R W S T)']",Male,32.0,['2023-12-07'],['NA'],"
Participant 616198 has the following work experience: A Agriculture in the industry doing काही नाही tasks.
They have the following qualifications: Bachelor of Arts (B.A.) in Aurangabad.
They have the following skills: Emedia / Active on Social Media and NA and computer skill 
Mscit and know the following languages: Marathi (R W S T).Marathi (R W S T).
The participant is a Male and 32.0 years old.
"
616186,NA,NA,['NA'],['NA'],Master of Business Administration (M.B.A.),Event management,Macrame products hand made ,"Ms word, PowerPoint, excel.",General / Event Manager,['English (US) (R W S T)'],Female,31.0,['NA'],['NA'],"
Participant 616186 has the following work experience: A NA in the industry doing NA tasks.
They have the following qualifications: Master of Business Administration (M.B.A.) in Event management.
They have the following skills: General / Event Manager and Macrame products hand made  and computer skill 
Ms word, PowerPoint, excel. and know the following languages: English (US) (R W S T).
The participant is a Female and 31.0 years old.
"
616159,SPA,Project Manager,['NA'],"['IT', 'IT']",Bachelor of Engineering (B.E.),Electronics and Telecommunication,NA,"Excel, Powerpoint, Word, Python- Pandas, SQL, Python-Programming, AI ML",Emedia / Active on Social Media,"['English (UK) (R W S T)', 'Hindi / हिंदी (R W S )']",Male,36.0,"['2023-06-04', '2011-06-01']","['NA', '2021-06-11']","
Participant 616159 has the following work experience: A IT in the industry doing NA tasks.
They have the following qualifications: Bachelor of Engineering (B.E.) in Electronics and Telecommunication.
They have the following skills: Emedia / Active on Social Media and NA and computer skill 
Excel, Powerpoint, Word, Python- Pandas, SQL, Python-Programming, AI ML and know the following languages: English (UK) (R W S T).Hindi / हिंदी (R W S ).
The participant is a Male and 36.0 years old.
"
616060,NA,NA,['NA'],['NA'],SSLC/10,NA,NA,"i know how to operate a computer, typing and know coding in java,python and c languages",Others / Air Force,"['English (UK) (R W S T)', 'Hindi / हिंदी (R W S T)']",Male,21.0,['NA'],['NA'],"
Participant 616060 has the following work experience: A NA in the industry doing NA tasks.
They have the following qualifications: SSLC/10 in NA.
They have the following skills: Others / Air Force and NA and computer skill 
i know how to operate a computer, typing and know coding in java,python and c languages and know the following languages: English (UK) (R W S T).Hindi / हिंदी (R W S T).
The participant is a Male and 21.0 years old.
"
615981,NA,NA,['NA'],['NA'],Bachelor of Technology (B.Tech),Aerospace Engineering,NA,"Skills in MS Office, Video and photo editing, Computer Aided Design (CAD) and Computaitional Fluid Dynamics (CFD). 
Basic level coding in python and html",Emedia / Active on Social Media,['English (UK) (R W S T)'],Male,21.0,['NA'],['NA'],"
Participant 615981 has the following work experience: A NA in the industry doing NA tasks.
They have the following qualifications: Bachelor of Technology (B.Tech) in Aerospace Engineering.
They have the following skills: Emedia / Active on Social Media and NA and computer skill 
Skills in MS Office, Video and photo editing, Computer Aided Design (CAD) and Computaitional Fluid Dynamics (CFD). 
Basic level coding in python and html and know the following languages: English (UK) (R W S T).
The participant is a Male and 21.0 years old.
"
615951,NA,NA,['NA'],['NA'],HSC/12,SCIENCE,NA,I do not have any proper computer skill yet.,Construction & Fabrication / Construction Supervisor,"['Hindi / हिंदी (R W S )', 'English (UK) (R W S )']",Male,23.0,['NA'],['NA'],"
Participant 615951 has the following work experience: A NA in the industry doing NA tasks.
They have the following qualifications: HSC/12 in SCIENCE.
They have the following skills: Construction & Fabrication / Construction Supervisor and NA and computer skill 
I do not have any proper computer skill yet. and know the following languages: Hindi / हिंदी (R W S ).English (UK) (R W S ).
The participant is a Male and 23.0 years old.
"
615888,Portuguese Air force,Military Air force Policeman,"['Policeman, protecting Aircraft']",['Defence Jobs'],Bachelor - Other,SCience and tecnology,"Worked in the military in security. 
",Basic,Soft Skills / Fit for Physical Seva,"['Portuguese / Português (R W S T)', 'Spanish / Español (R W S T)', 'English (US) (R W S T)', 'French / Français (R  S )']",Female,28.0,['2016-11-14'],['2024-10-16'],"
Participant 615888 has the following work experience: A Defence Jobs in the industry doing Policeman, protecting Aircraft tasks for 95 months.
They have the following qualifications: Bachelor - Other in SCience and tecnology.
They have the following skills: Soft Skills / Fit for Physical Seva and Worked in the military in security. 
 and computer skill 
Basic and know the following languages: Portuguese / Português (R W S T).Spanish / Español (R W S T).English (US) (R W S T).French / Français (R  S ).
The participant is a Female and 28.0 years old.
"
615788,independent,lawyer,"['drafting legal documents , assisting senior counsel.', 'analysing micro - macro finance , deploy money in capital market.']","['Legal', 'Finance']",Bachelor of Law (B.L. / LLB),commercial law,Stock trader on capital market,intermediate.,General / Lawyer,['English (US) (R W S T)'],Male,26.0,"['2020-01-07', '2019-03-01']","['2024-09-01', '2024-09-26']","
Participant 615788 has the following work experience: A Legal in the industry doing drafting legal documents , assisting senior counsel. tasks for 56 months. A Finance in the industry doing analysing micro - macro finance , deploy money in capital market. tasks for 66 months.
They have the following qualifications: Bachelor of Law (B.L. / LLB) in commercial law.
They have the following skills: General / Lawyer and Stock trader on capital market and computer skill 
intermediate. and know the following languages: English (US) (R W S T).
The participant is a Male and 26.0 years old.
"
615769,Group 99 Security services,Proprietor,['NA'],"['Others', 'Hospitality']",Bachelor - Other,Food and beverage production and management,NA,Good with basic MS office and Excel.,Emedia / Active on Social Media,"['Kannada (R W S )', 'Telugu / తెలుగు (R  S )', 'Hindi / हिंदी (R W S )', 'English (AU) (R W S T)']",Male,26.0,"['2021-10-31', '2018-07-02']","['NA', '2021-10-30']","
Participant 615769 has the following work experience: A Others in the industry doing NA tasks.
They have the following qualifications: Bachelor - Other in Food and beverage production and management.
They have the following skills: Emedia / Active on Social Media and NA and computer skill 
Good with basic MS office and Excel. and know the following languages: Kannada (R W S ).Telugu / తెలుగు (R  S ).Hindi / हिंदी (R W S ).English (AU) (R W S T).
The participant is a Male and 26.0 years old.
"
615768,Quest global,Technical Architect,"['Holding the responsibilities of defining architecture to delivering the product with team', 'Driving team with holding the full end to end block delivering']","['Others', 'Others']",Bachelor of Engineering (B.E.),EEE,NA,"linux , programming , microsoft word/excel ....etc",Engineering / Engineering - Others,"['Telugu / తెలుగు (R W S T)', 'English (US) (R W S T)']",Male,39.0,"['2023-12-11', '2020-04-13']",['2023-12-08'],"
Participant 615768 has the following work experience: A Others in the industry doing Holding the responsibilities of defining architecture to delivering the product with team tasks for 0 months.
They have the following qualifications: Bachelor of Engineering (B.E.) in EEE.
They have the following skills: Engineering / Engineering - Others and NA and computer skill 
linux , programming , microsoft word/excel ....etc and know the following languages: Telugu / తెలుగు (R W S T).English (US) (R W S T).
The participant is a Male and 39.0 years old.
"
615638,Dolatel,Interpreter,['French and two African languages to German interpreter'],"['Others', 'Automobiles']",Other,technical vocational diploma,NA,Basic knowledge,Soft Skills / Fit for Physical Seva,['French (BE) / Français (BE) (R W S T)'],Male,29.0,"['2022-11-08', '2016-02-01']","['NA', '2020-02-29']","
Participant 615638 has the following work experience: A Others in the industry doing French and two African languages to German interpreter tasks.
They have the following qualifications: Other in technical vocational diploma.
They have the following skills: Soft Skills / Fit for Physical Seva and NA and computer skill 
Basic knowledge and know the following languages: French (BE) / Français (BE) (R W S T).
The participant is a Male and 29.0 years old.
"
