,SP ID,Any Additional Skills,Computer Skills,Gender,Age,Work Experience/Company,Work Experience/Designation,Work Experience/Tasks,Work Experience/Industry,Work Experience/From Date,Work Experience/To Date,Education/Qualifications,Education/Specialization,Skills,Languages,Years of Experience,summary
55,617639,NA,"Beginner Level Python and Java  
MS Office including Word, Excel, Powerpoint",Male,28.0,"['Tele performance', 'Tech Mahindra']","['Customer Service Executive', 'Sales Advisor']","['Handling technical customer issues on the front end.', 'Creating sales pitches and pitching them to the customer for new sales and upsells..']","['BPO and KPO', 'Sales']","['2019-10-01', '2021-02-01']","['2020-12-31', '2021-06-30']",['Bachelor of Arts (B.A.)'],['Psychology and English'],['Basic Computer Skills / Basic Computer (MS Office and Email) Skills'],"['Tamil (R W S T)', 'English (UK) (R W S T)', 'Hindi / हिंदी (R W S T)', 'Telugu / తెలుగు (R W S T)', 'Kannada (R W S T)']","[1.25, 0.41]","
Participant 617639 has the following work experience: A BPO and KPO in the industry doing Handling technical customer issues on the front end. tasks for 14 months. A Sales in the industry doing Creating sales pitches and pitching them to the customer for new sales and upsells.. tasks for 4 months.
They have the following qualifications: ['Bachelor of Arts (B.A.)'] in ['Psychology and English'].
They have the following skills: ['Basic Computer Skills / Basic Computer (MS Office and Email) Skills'] and NA and computer skill 
Beginner Level Python and Java  
MS Office including Word, Excel, Powerpoint and know the following languages: Tamil (R W S T).English (UK) (R W S T).Hindi / हिंदी (R W S T).Telugu / తెలుగు (R W S T).Kannada (R W S T).
The participant is a Male and 28.0 years old.
"
56,617631,NA,Diploma (D.F.A) Course,Male,30.0,['Reletive'],['Medical'],['Practice in  pharmacy shop'],['Medical'],['NA'],['NA'],['Diploma'],['pharmacist'],['Emedia / Active on Social Media'],['Hindi / हिंदी (R W S T)'],,"
Participant 617631 has the following work experience: A Medical in the industry doing Practice in  pharmacy shop tasks.
They have the following qualifications: ['Diploma'] in ['pharmacist'].
They have the following skills: ['Emedia / Active on Social Media'] and NA and computer skill 
Diploma (D.F.A) Course and know the following languages: Hindi / हिंदी (R W S T).
The participant is a Male and 30.0 years old.
"
57,617548,NA,No,Female,47.0,['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['Master of Arts (M.A.)'],['No'],['Emedia / Active on Social Media'],['Tamil (R W S T)'],,"
Participant 617548 has the following work experience: A NA in the industry doing NA tasks.
They have the following qualifications: ['Master of Arts (M.A.)'] in ['No'].
They have the following skills: ['Emedia / Active on Social Media'] and NA and computer skill 
No and know the following languages: Tamil (R W S T).
The participant is a Female and 47.0 years old.
"
58,617510,NA,"Photo Shop, Indesign, DaVinci Resolve (basic), Reaper, 11labs (AI dubbing), WPS, etc.",Male,27.0,"['Beijing PumeiJingshe Culture Co., LTD (now canceled)']",['Executive designer'],"['I took charge of graphic designing, exhibition display & guidance, article writing, social media promotion, company culture explanation and some part of creative product designing.']",['Art'],['2016-03-01'],['2018-03-01'],['Bachelor of Arts (B.A.)'],['Chinese Ink Painting'],['Arts and Crafts / Actor'],['English (US) (R W S T)'],[2.0],"
Participant 617510 has the following work experience: A Art in the industry doing I took charge of graphic designing, exhibition display & guidance, article writing, social media promotion, company culture explanation and some part of creative product designing. tasks for 24 months.
They have the following qualifications: ['Bachelor of Arts (B.A.)'] in ['Chinese Ink Painting'].
They have the following skills: ['Arts and Crafts / Actor'] and NA and computer skill 
Photo Shop, Indesign, DaVinci Resolve (basic), Reaper, 11labs (AI dubbing), WPS, etc. and know the following languages: English (US) (R W S T).
The participant is a Male and 27.0 years old.
"
59,617452,NA,"MS office, Visual Basics, Basics of C++",Female,46.0,"[""KIT's college of engineering""]",['Lecturer'],['NA'],['Teaching'],['2024-04-20'],['2024-06-05'],['Master of Technology (M.Tech)'],['Environmental Science'],['Education / English Teacher'],['English (AU) (R W S T)'],[0.13],"
Participant 617452 has the following work experience: A Teaching in the industry doing NA tasks for 2 months.
They have the following qualifications: ['Master of Technology (M.Tech)'] in ['Environmental Science'].
They have the following skills: ['Education / English Teacher'] and NA and computer skill 
MS office, Visual Basics, Basics of C++ and know the following languages: English (AU) (R W S T).
The participant is a Female and 46.0 years old.
"
60,617410,NA,Can manage my work.,Male,33.0,"['Delhi Public School', 'Many places']","['Maths faculty', 'Maths faculty']","['Class 11th and 12th IIT JEE maths, hostel academic incharge', 'Board plus IIT JEE maths']","['Teaching', 'Teaching']",['NA'],['NA'],['Bachelor of Technology (B.Tech)'],['Electronic and instrumentation Engineering'],['Education / Mathematics Teacher'],"['Hindi / हिंदी (R W S T)', 'English (UK) (R W S T)']",,"
Participant 617410 has the following work experience: A Teaching in the industry doing Class 11th and 12th IIT JEE maths, hostel academic incharge tasks.
They have the following qualifications: ['Bachelor of Technology (B.Tech)'] in ['Electronic and instrumentation Engineering'].
They have the following skills: ['Education / Mathematics Teacher'] and NA and computer skill 
Can manage my work. and know the following languages: Hindi / हिंदी (R W S T).English (UK) (R W S T).
The participant is a Male and 33.0 years old.
"
61,617331,NA,Well Versed with Microsoft Software,Male,23.0,['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['Bachelor of Law (B.L. / LLB)'],['BBA.LLB'],['Emedia / Active on Social Media'],['English (US) (R W S T)'],,"
Participant 617331 has the following work experience: A NA in the industry doing NA tasks.
They have the following qualifications: ['Bachelor of Law (B.L. / LLB)'] in ['BBA.LLB'].
They have the following skills: ['Emedia / Active on Social Media'] and NA and computer skill 
Well Versed with Microsoft Software and know the following languages: English (US) (R W S T).
The participant is a Male and 23.0 years old.
"
62,617305,NA,Yes,Female,32.0,['Turtle bowl consultant'],['Hr'],['NA'],['HR and Admin'],['2022-07-14'],['2023-07-12'],['Master of Business Administration (M.B.A.)'],['Hr and marketing'],['Emedia / Active on Social Media'],['English (UK) (R W S T)'],[0.99],"
Participant 617305 has the following work experience: A HR and Admin in the industry doing NA tasks for 12 months.
They have the following qualifications: ['Master of Business Administration (M.B.A.)'] in ['Hr and marketing'].
They have the following skills: ['Emedia / Active on Social Media'] and NA and computer skill 
Yes and know the following languages: English (UK) (R W S T).
The participant is a Female and 32.0 years old.
"
63,617181,NA,Ms office,Male,33.0,"['Connecting the dots', 'Vedantu innovations']","['Senior physics faculty', 'Senior subject matter expert ( physics )']","['Delivering physics and mathematics lectures and making PPT', 'Making creative power point presentations for Online classes, preparing content for JEE and NEET exams']","['Teaching', 'Teaching']","['2022-06-01', '2019-11-01']","['2023-01-31', '2022-04-30']","['Master of Science (M.Sc)', 'Bachelor of Science (B.Sc)']","['Nuclear and Particle physics', 'PCM']",['Emedia / Active on Social Media'],"['Kannada (R W S T)', 'English (US) (R W S T)', 'Hindi / हिंदी (R W S )']","[0.67, 2.5]","
Participant 617181 has the following work experience: A Teaching in the industry doing Delivering physics and mathematics lectures and making PPT tasks for 7 months. A Teaching in the industry doing Making creative power point presentations for Online classes, preparing content for JEE and NEET exams tasks for 29 months.
They have the following qualifications: ['Master of Science (M.Sc)', 'Bachelor of Science (B.Sc)'] in ['Nuclear and Particle physics', 'PCM'].
They have the following skills: ['Emedia / Active on Social Media'] and NA and computer skill 
Ms office and know the following languages: Kannada (R W S T).English (US) (R W S T).Hindi / हिंदी (R W S ).
The participant is a Male and 33.0 years old.
"
64,617109,NA,Basic computer knowledge,Female,30.0,"['Dr. Subhash University', 'Balaji institute of engineering and technology']","['Assistant professor', 'Assistant professor']","['Class coordinator and in co- curricular activities', 'Class coordinator, in co- curricular activities and coordinator of human values cell']","['Teaching', 'Teaching']",['NA'],['NA'],"['Master of Arts (M.A.)', 'Bachelor of Education (B.Ed.)']","['English language', 'English']","['Education / English Teacher', 'Education / Social Science Teacher', 'Education / Teacher - Others']","['Gujarati / ગુજરાતી (R W S T)', 'Hindi / हिंदी (R W S )', 'English (UK) (R W S T)']",,"
Participant 617109 has the following work experience: A Teaching in the industry doing Class coordinator and in co- curricular activities tasks.
They have the following qualifications: ['Master of Arts (M.A.)', 'Bachelor of Education (B.Ed.)'] in ['English language', 'English'].
They have the following skills: ['Education / English Teacher', 'Education / Social Science Teacher', 'Education / Teacher - Others'] and NA and computer skill 
Basic computer knowledge and know the following languages: Gujarati / ગુજરાતી (R W S T).Hindi / हिंदी (R W S ).English (UK) (R W S T).
The participant is a Female and 30.0 years old.
"
65,617105,NA,familiar with Office application software,Female,34.0,"['Suzhou Trust Co., Ltd', 'Guojin Securities Co., Ltd']","['Project Manager', 'Financial Consultant']","['1. Assist the department manager in developing trust project resources, be responsible for project screening, efficiently complete trust product scheme design and project approval.  2. Independently carry out and fully complete the project due diligence report, have a comprehensive and in-depth understanding of the overall situation of the project, assist the company in compliance, risk control, and legal affairs to complete the entire process of project approval;  3. Write legal contract texts, complete trust contract signing;independently complete project mortgage, pledge, notarization and other procedures.  4. As the first responsible person, responsible for the process management and post-project liquidation of the trust project.', 'Financial Marekt provides personalized Asset Allocation services to high net worth individuals.  2. Maintain and develop existing customers, expand incremental customers, analyze and tap customer needs, and provide comprehensive Asset Allocation plans and services based on customer risk tolerance.  3. Customer Relationship Management and Investor Education to train customers to become rational, professional and healthy investors.']","['Finance', 'Finance']","['2013-07-01', '2019-08-01']","['2019-07-30', '2024-07-19']","['Master of Business Administration (M.B.A.)', 'Bachelor - Other']",['NA'],['Corporate / Financial & Accounting Manager'],['English (US) (R W S T)'],"[6.08, 4.97]","
Participant 617105 has the following work experience: A Finance in the industry doing 1. Assist the department manager in developing trust project resources, be responsible for project screening, efficiently complete trust product scheme design and project approval.  2. Independently carry out and fully complete the project due diligence report, have a comprehensive and in-depth understanding of the overall situation of the project, assist the company in compliance, risk control, and legal affairs to complete the entire process of project approval;  3. Write legal contract texts, complete trust contract signing;independently complete project mortgage, pledge, notarization and other procedures.  4. As the first responsible person, responsible for the process management and post-project liquidation of the trust project. tasks for 72 months. A Finance in the industry doing Financial Marekt provides personalized Asset Allocation services to high net worth individuals.  2. Maintain and develop existing customers, expand incremental customers, analyze and tap customer needs, and provide comprehensive Asset Allocation plans and services based on customer risk tolerance.  3. Customer Relationship Management and Investor Education to train customers to become rational, professional and healthy investors. tasks for 59 months.
They have the following qualifications: ['Master of Business Administration (M.B.A.)', 'Bachelor - Other'] in ['NA'].
They have the following skills: ['Corporate / Financial & Accounting Manager'] and NA and computer skill 
familiar with Office application software and know the following languages: English (US) (R W S T).
The participant is a Female and 34.0 years old.
"
66,617088,NA,"Confluence, Jira, basic MS Office",Male,38.0,"['Ebix Australia', 'Ebix India']","['Business Analyst / Software Tester', 'Business Analyst / Software Tester']",['NA'],"['Insurance', 'Insurance']",['NA'],['NA'],['Bachelor of Science (B.Sc)'],['NA'],['IT / IT - Others'],['English (US) (R W S T)'],,"
Participant 617088 has the following work experience: A Insurance in the industry doing NA tasks.
They have the following qualifications: ['Bachelor of Science (B.Sc)'] in ['NA'].
They have the following skills: ['IT / IT - Others'] and NA and computer skill 
Confluence, Jira, basic MS Office and know the following languages: English (US) (R W S T).
The participant is a Male and 38.0 years old.
"
67,617026,NA,"Diploma in IT , Tally, etc",Male,37.0,['Gouripur sri sri Ramkrishna Vidyapith (H.S)'],['Computer operator'],['Office work in school'],['Others'],['NA'],['NA'],['Bachelor of Commerce (B.Com)'],['Pass'],"['Basic Computer Skills / Basic Computer (MS Office and Email) Skills', 'Soft Skills / Enthusiastic']","['Bengali / বাংলা (R W S T)', 'Hindi / हिंदी (R W S )', 'English (US) (R W S T)']",,"
Participant 617026 has the following work experience: A Others in the industry doing Office work in school tasks.
They have the following qualifications: ['Bachelor of Commerce (B.Com)'] in ['Pass'].
They have the following skills: ['Basic Computer Skills / Basic Computer (MS Office and Email) Skills', 'Soft Skills / Enthusiastic'] and NA and computer skill 
Diploma in IT , Tally, etc and know the following languages: Bengali / বাংলা (R W S T).Hindi / हिंदी (R W S ).English (US) (R W S T).
The participant is a Male and 37.0 years old.
"
68,616996,NA,Basic Computer Knowledge,Male,18.0,"['Isha Foundation', 'Isha Foundation']","['Calling Volunteer', 'Calling Volunteer']","['Calling to all Isha participate, Volunteer at Isha program like International day of yoga in Muzaffarpur, Hall set-up', 'Calling to Isha Meditator for August satsang In Patna']","['Others', 'Others']","['2024-06-01', '2024-07-20']","['2024-06-22', '2024-08-05']",['HSC/12'],['Inter of Science'],['Emedia / Active on Social Media'],"['Hindi / हिंदी (R W S T)', 'English (UK) (R W S T)', 'Sanskrit (R W S T)']","[0.06, 0.04]","
Participant 616996 has the following work experience: A Others in the industry doing Calling to all Isha participate, Volunteer at Isha program like International day of yoga in Muzaffarpur, Hall set-up tasks for 0 months. A Others in the industry doing Calling to Isha Meditator for August satsang In Patna tasks for 1 months.
They have the following qualifications: ['HSC/12'] in ['Inter of Science'].
They have the following skills: ['Emedia / Active on Social Media'] and NA and computer skill 
Basic Computer Knowledge and know the following languages: Hindi / हिंदी (R W S T).English (UK) (R W S T).Sanskrit (R W S T).
The participant is a Male and 18.0 years old.
"
69,616953,NA,I know how to work with translation and video editing apps and social media channels from my GLP seva.,Male,23.0,"['Shufersal', 'GroundworkBioAG']","['Cashier', 'Production, packaging and R&D departments']",['NA'],"['Retail', 'Agriculture']","['2019-10-10', '2022-02-02']","['2020-02-02', '2024-02-02']",['Other'],['Bagrut certificate'],"['Emedia / Social Media Campaigns', 'Media and Communication / Translator', 'Arts and Crafts / Video Editor']",['English (US) (R W S T)'],"[0.32, 2.0]","
Participant 616953 has the following work experience: A Retail in the industry doing NA tasks for 4 months.
They have the following qualifications: ['Other'] in ['Bagrut certificate'].
They have the following skills: ['Emedia / Social Media Campaigns', 'Media and Communication / Translator', 'Arts and Crafts / Video Editor'] and NA and computer skill 
I know how to work with translation and video editing apps and social media channels from my GLP seva. and know the following languages: English (US) (R W S T).
The participant is a Male and 23.0 years old.
"
70,616920,NA,Proficient in all MS apps. PC and Mac.,Female,56.0,"['BMC Software, Inc', 'Infromix Software']","['Global Director of Sales', 'Inside Sales rep & Operations']","['Manage teams in the different regions in the world to upsell and cross sell solutions to maximize the review and attain yearly targets of over 700M usd', 'Qualify leads across the Latin America region and secure the continuity of the operations for the solutions in Latin America']","['Sales', 'Sales']",['NA'],['NA'],['Undergraduate'],['Law'],"['Corporate / Marketing & Branding Manager', 'Corporate / Sales Manager', 'Soft Skills / Soft-spoken and cordial']","['English (US) (R W S T)', 'Portuguese (BR) / Português (BR) (R W S T)']",,"
Participant 616920 has the following work experience: A Sales in the industry doing Manage teams in the different regions in the world to upsell and cross sell solutions to maximize the review and attain yearly targets of over 700M usd tasks.
They have the following qualifications: ['Undergraduate'] in ['Law'].
They have the following skills: ['Corporate / Marketing & Branding Manager', 'Corporate / Sales Manager', 'Soft Skills / Soft-spoken and cordial'] and NA and computer skill 
Proficient in all MS apps. PC and Mac. and know the following languages: English (US) (R W S T).Portuguese (BR) / Português (BR) (R W S T).
The participant is a Female and 56.0 years old.
"
71,616897,Handles litigation cases ,Best.,Male,30.0,['GGAM & Associates LLP'],['Managing Partner'],"['To Manage overall our Firm, take decisions on behalf of all the partners.']",['Accounts'],['NA'],['NA'],"['Other', 'Bachelor of Commerce (B.Com)']","['Legal Compliance and Financial Due diligence', 'Accounting and Books Finilzation']",['Accounting / Chartered Accountant'],"['English (US) (R W S T)', 'Hindi / हिंदी (R W S T)', 'Marwadi (R W S T)']",,"
Participant 616897 has the following work experience: A Accounts in the industry doing To Manage overall our Firm, take decisions on behalf of all the partners. tasks.
They have the following qualifications: ['Other', 'Bachelor of Commerce (B.Com)'] in ['Legal Compliance and Financial Due diligence', 'Accounting and Books Finilzation'].
They have the following skills: ['Accounting / Chartered Accountant'] and Handles litigation cases  and computer skill 
Best. and know the following languages: English (US) (R W S T).Hindi / हिंदी (R W S T).Marwadi (R W S T).
The participant is a Male and 30.0 years old.
"
72,616845,NA,"I used to work as an Accountant. Therefore I am proficient in MS Excel; confident in using PowerPoint, MS Words, Outlook. I am also familiar with various EPS-s.",Female,50.0,"['Oxford Pharmagenesis Ltd', 'H Young Holdings PLC']","['Accountant', 'Head office Assistant Account']","['Overseeing transactional accounting, month end close/reporting, multi currency bank accounts and intercompany reconciliation', 'Overseeing transactional accounting, payment runs, multi currency bank reconciliations, assisting treasury and month end close processes']","['Pharma and Biotech', 'Import and Export']","['2020-04-14', '2018-01-07']","['2022-10-07', '2020-04-13']",['Other'],['Chartered Accountant'],['Basic Computer Skills / Basic Computer (MS Office and Email) Skills'],['English (UK) (R W S T)'],"[2.48, 2.27]","
Participant 616845 has the following work experience: A Pharma and Biotech in the industry doing Overseeing transactional accounting, month end close/reporting, multi currency bank accounts and intercompany reconciliation tasks for 30 months. A Import and Export in the industry doing Overseeing transactional accounting, payment runs, multi currency bank reconciliations, assisting treasury and month end close processes tasks for 27 months.
They have the following qualifications: ['Other'] in ['Chartered Accountant'].
They have the following skills: ['Basic Computer Skills / Basic Computer (MS Office and Email) Skills'] and NA and computer skill 
I used to work as an Accountant. Therefore I am proficient in MS Excel; confident in using PowerPoint, MS Words, Outlook. I am also familiar with various EPS-s. and know the following languages: English (UK) (R W S T).
The participant is a Female and 50.0 years old.
"
73,616757,NA,"Tally, MS Office, Google Drive, English and Tamil typing.",Female,28.0,"['DGR Consultancy', 'Rajasankar Tax Consultancy']","['Assistant accountant', 'Assistant accountant']","['Filing monthly VAT & CST returns', 'Filing GST & IT returns']","['Accounts', 'Accounts']","['2016-10-01', '2018-03-01']","['2017-07-31', '2022-08-07']",['Bachelor of Commerce (B.Com)'],['Banking & Insurance'],['Emedia / Active on Social Media'],"['Tamil (R W S T)', 'English (US) (R W S T)']","[0.83, 4.44]","
Participant 616757 has the following work experience: A Accounts in the industry doing Filing monthly VAT & CST returns tasks for 9 months. A Accounts in the industry doing Filing GST & IT returns tasks for 53 months.
They have the following qualifications: ['Bachelor of Commerce (B.Com)'] in ['Banking & Insurance'].
They have the following skills: ['Emedia / Active on Social Media'] and NA and computer skill 
Tally, MS Office, Google Drive, English and Tamil typing. and know the following languages: Tamil (R W S T).English (US) (R W S T).
The participant is a Female and 28.0 years old.
"
74,616721,"Healthcare assistant, working with children with mental ailments",I know basics of using Computer as well as using some isha platforms(Santosha and PMS),Male,28.0,"['IMM', 'Buchhaltungs büro Hamburg', 'Fetzio(freelancer)']","['Social worker', 'Assisstant', 'Assistant and trainee']","[""I take care of children and youth under 18 who have mental illness and who's coming from bad family situations"", 'Helping and doing the pre work of the taxes that the accounter needs to work on', 'Dealing with all that has to do with gardening,  wall painting, flooring, bathrooms and constructing furniture']","['Healthcare', 'Accounts', 'Construction and Engineering']",['NA'],['NA'],['NA'],['NA'],"['Accounting / Basic Accountancy', 'Construction & Fabrication / Construction - Others']","['English (UK) (R W S T)', 'German / Deutsch (R W S T)']",,"
Participant 616721 has the following work experience: A Healthcare in the industry doing I take care of children and youth under 18 who have mental illness and who's coming from bad family situations tasks.
They have the following qualifications: ['NA'] in ['NA'].
They have the following skills: ['Accounting / Basic Accountancy', 'Construction & Fabrication / Construction - Others'] and Healthcare assistant, working with children with mental ailments and computer skill 
I know basics of using Computer as well as using some isha platforms(Santosha and PMS) and know the following languages: English (UK) (R W S T).German / Deutsch (R W S T).
The participant is a Male and 28.0 years old.
"
75,616712,NA,"Microsoft Excel, Word, SAP",Female,35.0,"['Falken Tyre Europe GmbH', 'Ernst & Young GmbH']","['Tax Specialist', 'Tax Consultant']","['VAT Reports and related, clearing and monitoring tax accounts']","['Accounts', 'Banking and Financial Services']",['NA'],['NA'],['NA'],['NA'],['Accounting / Basic Accountancy'],"['German / Deutsch (R W S T)', 'English (US) (R W S T)']",,"
Participant 616712 has the following work experience: A Accounts in the industry doing VAT Reports and related, clearing and monitoring tax accounts tasks.
They have the following qualifications: ['NA'] in ['NA'].
They have the following skills: ['Accounting / Basic Accountancy'] and NA and computer skill 
Microsoft Excel, Word, SAP and know the following languages: German / Deutsch (R W S T).English (US) (R W S T).
The participant is a Female and 35.0 years old.
"
76,616688,Is it a fitness teacher - pilates etc (runs a studio),Intermediate,Female,53.0,"['Different studios and sport clubs, and now in my own studio', 'Seguros Monterrey']","['Professor and now also managing my own studio', 'Agent']","['Teach trx suspention training pilates postural & breathing therapy meditación techniques trampoline', 'Insurance sales']","['Teaching', 'Sales']",['NA'],['NA'],['Bachelor - Other'],['Interpreter traducer'],"['Education / English Teacher', 'Soft Skills / Fit for Physical Seva']",['English (US) (R W S T)'],,"
Participant 616688 has the following work experience: A Teaching in the industry doing Teach trx suspention training pilates postural & breathing therapy meditación techniques trampoline tasks.
They have the following qualifications: ['Bachelor - Other'] in ['Interpreter traducer'].
They have the following skills: ['Education / English Teacher', 'Soft Skills / Fit for Physical Seva'] and Is it a fitness teacher - pilates etc (runs a studio) and computer skill 
Intermediate and know the following languages: English (US) (R W S T).
The participant is a Female and 53.0 years old.
"
77,616496,"Book keeping, admin, accounting, business management","Book keeping, admin, accounting, business management",Male,25.0,['Serenity Soffit Pty Ltd'],['Owner/CEO'],"['Project management, site management, business management, financials, accounting, book keeping, etc,.']",['Construction and Engineering'],['2021-03-01'],['2024-07-01'],['Diploma'],['Sports Leadership and Development'],['Engineering / Computer Science Engineer'],['English (AU) (R W S T)'],[3.34],"
Participant 616496 has the following work experience: A Construction and Engineering in the industry doing Project management, site management, business management, financials, accounting, book keeping, etc,. tasks for 40 months.
They have the following qualifications: ['Diploma'] in ['Sports Leadership and Development'].
They have the following skills: ['Engineering / Computer Science Engineer'] and Book keeping, admin, accounting, business management and computer skill 
Book keeping, admin, accounting, business management and know the following languages: English (AU) (R W S T).
The participant is a Male and 25.0 years old.
"
78,616370,NA,Have known basic computer skills like Microsoft power point/word.,Male,23.0,['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['Bachelor of Medicine and Bachelor of Surgery (M.B.B.S.)'],['MBBS only'],"['Medical / Allopathy Doctor', 'Basic Computer Skills / Basic Computer (MS Office and Email) Skills']","['English (US) (R W S T)', 'Hindi / हिंदी (R W S T)', 'Telugu / తెలుగు (R W S T)']",,"
Participant 616370 has the following work experience: A NA in the industry doing NA tasks.
They have the following qualifications: ['Bachelor of Medicine and Bachelor of Surgery (M.B.B.S.)'] in ['MBBS only'].
They have the following skills: ['Medical / Allopathy Doctor', 'Basic Computer Skills / Basic Computer (MS Office and Email) Skills'] and NA and computer skill 
Have known basic computer skills like Microsoft power point/word. and know the following languages: English (US) (R W S T).Hindi / हिंदी (R W S T).Telugu / తెలుగు (R W S T).
The participant is a Male and 23.0 years old.
"
79,616341,NA,Using Power point and Word document .,Male,27.0,"['Gulbarga institute of medical sciences', 'Fortis Nagarbhavi']","['Postgraduate trainee in Orthopaedics', 'Resident in the Department of Emergency']","['Involves treating patients with bone fractures, operating and rehabilitating them.', 'Looking after acute emergencies, Road traffic accident patients, COVID 19 infected patients as first responder. Providing them with immediate life saving treatment and referring them to needed speciality .']","['Healthcare', 'Healthcare']",['NA'],['NA'],['Bachelor of Medicine and Bachelor of Surgery (M.B.B.S.)'],['Doctor (Pursuing post graduation)'],"['Medical / Allopathy Doctor', 'Basic Computer Skills / Basic Computer (MS Office and Email) Skills']","['Kannada (R W S )', 'English (UK) (R W S T)', 'Hindi / हिंदी (R W S )', 'Telugu / తెలుగు (  S )']",,"
Participant 616341 has the following work experience: A Healthcare in the industry doing Involves treating patients with bone fractures, operating and rehabilitating them. tasks.
They have the following qualifications: ['Bachelor of Medicine and Bachelor of Surgery (M.B.B.S.)'] in ['Doctor (Pursuing post graduation)'].
They have the following skills: ['Medical / Allopathy Doctor', 'Basic Computer Skills / Basic Computer (MS Office and Email) Skills'] and NA and computer skill 
Using Power point and Word document . and know the following languages: Kannada (R W S ).English (UK) (R W S T).Hindi / हिंदी (R W S ).Telugu / తెలుగు (  S ).
The participant is a Male and 27.0 years old.
"
80,616198,NA,Mscit,Male,32.0,['शेती'],['शेती'],['काही नाही'],['Agriculture'],['NA'],['NA'],['Bachelor of Arts (B.A.)'],['Aurangabad'],['Emedia / Active on Social Media'],"['Marathi (R W S T)', 'Marathi (R W S T)']",,"
Participant 616198 has the following work experience: A Agriculture in the industry doing काही नाही tasks.
They have the following qualifications: ['Bachelor of Arts (B.A.)'] in ['Aurangabad'].
They have the following skills: ['Emedia / Active on Social Media'] and NA and computer skill 
Mscit and know the following languages: Marathi (R W S T).Marathi (R W S T).
The participant is a Male and 32.0 years old.
"
81,616186,Macrame products hand made ,"Ms word, PowerPoint, excel.",Female,31.0,['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['Master of Business Administration (M.B.A.)'],['Event management'],['General / Event Manager'],['English (US) (R W S T)'],,"
Participant 616186 has the following work experience: A NA in the industry doing NA tasks.
They have the following qualifications: ['Master of Business Administration (M.B.A.)'] in ['Event management'].
They have the following skills: ['General / Event Manager'] and Macrame products hand made  and computer skill 
Ms word, PowerPoint, excel. and know the following languages: English (US) (R W S T).
The participant is a Female and 31.0 years old.
"
82,616159,NA,"Excel, Powerpoint, Word, Python- Pandas, SQL, Python-Programming, AI ML",Male,36.0,"['SPA', 'Accenture']","['Project Manager', 'Application Development Lead']",['NA'],"['IT', 'IT']",['NA'],['NA'],['Bachelor of Engineering (B.E.)'],['Electronics and Telecommunication'],['Emedia / Active on Social Media'],"['English (UK) (R W S T)', 'Hindi / हिंदी (R W S )']",,"
Participant 616159 has the following work experience: A IT in the industry doing NA tasks.
They have the following qualifications: ['Bachelor of Engineering (B.E.)'] in ['Electronics and Telecommunication'].
They have the following skills: ['Emedia / Active on Social Media'] and NA and computer skill 
Excel, Powerpoint, Word, Python- Pandas, SQL, Python-Programming, AI ML and know the following languages: English (UK) (R W S T).Hindi / हिंदी (R W S ).
The participant is a Male and 36.0 years old.
"
83,616060,NA,"i know how to operate a computer, typing and know coding in java,python and c languages",Male,21.0,['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],"['SSLC/10', 'Undergraduate']","['NA', 'computer science']","['Others / Air Force', 'Soft Skills / Enthusiastic', 'Soft Skills / Soft-spoken and cordial']","['English (UK) (R W S T)', 'Hindi / हिंदी (R W S T)']",,"
Participant 616060 has the following work experience: A NA in the industry doing NA tasks.
They have the following qualifications: ['SSLC/10', 'Undergraduate'] in ['NA', 'computer science'].
They have the following skills: ['Others / Air Force', 'Soft Skills / Enthusiastic', 'Soft Skills / Soft-spoken and cordial'] and NA and computer skill 
i know how to operate a computer, typing and know coding in java,python and c languages and know the following languages: English (UK) (R W S T).Hindi / हिंदी (R W S T).
The participant is a Male and 21.0 years old.
"
84,615981,NA,"Skills in MS Office, Video and photo editing, Computer Aided Design (CAD) and Computaitional Fluid Dynamics (CFD). 
Basic level coding in python and html",Male,21.0,['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['Bachelor of Technology (B.Tech)'],['Aerospace Engineering'],['Emedia / Active on Social Media'],['English (UK) (R W S T)'],,"
Participant 615981 has the following work experience: A NA in the industry doing NA tasks.
They have the following qualifications: ['Bachelor of Technology (B.Tech)'] in ['Aerospace Engineering'].
They have the following skills: ['Emedia / Active on Social Media'] and NA and computer skill 
Skills in MS Office, Video and photo editing, Computer Aided Design (CAD) and Computaitional Fluid Dynamics (CFD). 
Basic level coding in python and html and know the following languages: English (UK) (R W S T).
The participant is a Male and 21.0 years old.
"
85,615951,NA,I do not have any proper computer skill yet.,Male,23.0,['NA'],['NA'],['NA'],['NA'],['NA'],['NA'],['HSC/12'],['SCIENCE'],"['Construction & Fabrication / Construction Supervisor', 'Arts and Crafts / Painter']","['Hindi / हिंदी (R W S )', 'English (UK) (R W S )']",,"
Participant 615951 has the following work experience: A NA in the industry doing NA tasks.
They have the following qualifications: ['HSC/12'] in ['SCIENCE'].
They have the following skills: ['Construction & Fabrication / Construction Supervisor', 'Arts and Crafts / Painter'] and NA and computer skill 
I do not have any proper computer skill yet. and know the following languages: Hindi / हिंदी (R W S ).English (UK) (R W S ).
The participant is a Male and 23.0 years old.
"
